name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	1	1	160.0	174.75	174.75	174.75	160.0	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	0	11	23.0	22.0	22.0	21.2	21.6	1.4	6.09
ACCESS ENGINEERING PLC	AEL.N0000	0	172	11.1	11.0	11.9	10.6	11.4	0.3	2.7
ACL CABLES PLC	ACL.N0000	0	592	60.1	61.0	64.3	58.7	62.9	2.8	4.66
ACL PLASTICS PLC	APLA.N0000	773	21	421.75	417.0	436.75	415.0	434.0	12.25	2.9
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	20	5.9	6.0	6.0	5.9	5.9	0.0	0.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	0	43.0	43.0	48.8	43.0	47.0	4.0	9.3
AGSTAR PLC	AGST.N0000	0	481	13.0	13.0	14.3	13.0	13.7	0.7	5.38
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	389	52.1	52.5	59.0	52.1	55.5	3.4	6.53
AITKEN SPENCE PLC	SPEN.N0000	0	100	124.75	127.0	132.75	126.75	130.5	5.75	4.61
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	96	78.2	78.3	79.9	76.0	78.3	0.1	0.13
ALUMEX PLC	ALUM.N0000	0	75	7.8	7.8	7.9	7.7	7.7	0.1	1.28
AMANA BANK PLC	ABL.N0000	0	23	2.8	2.8	2.9	2.7	2.8	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	1	1	29.0	30.0	30.0	30.0	29.0	0.0	0.0
AMANA TAKAFUL PLC	ATL.N0000	250	1	8.9	8.9	8.9	8.9	8.9	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	75	10.1	10.0	10.0	9.5	9.6	0.5	4.95
AMBEON HOLDINGS PLC	GREG.N0000	0	26	39.0	37.6	39.0	35.6	37.7	1.3	3.33
ARPICO INSURANCE PLC	AINS.N0000	25	1	17.7	16.7	16.7	16.7	17.7	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	8	5.7	6.0	6.0	6.0	6.0	0.3	5.26
ASIA CAPITAL PLC	ACAP.N0000	0	14	4.7	5.1	5.1	4.7	4.8	0.1	2.13
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	290	4.3	4.3	4.6	4.2	4.5	0.2	4.65
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	0	17	41.7	42.8	42.8	40.0	40.9	0.8	1.92
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	15	28.7	28.1	29.9	28.1	29.8	1.1	3.83
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	9	14.8	14.8	14.9	14.1	14.8	0.0	0.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	13	8.7	8.7	8.7	8.6	8.7	0.0	0.0
B P P L HOLDINGS PLC	BPPL.N0000	0	253	27.7	28.5	30.3	28.3	29.6	1.9	6.86
BAIRAHA FARMS PLC	BFL.N0000	0	25	172.25	173.0	173.0	170.0	171.75	0.5	0.29
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	170	105.5	107.0	113.0	105.25	108.25	2.75	2.61
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	0	10	11.2	11.3	11.5	11.3	11.5	0.3	2.68
BERUWALA RESORTS PLC	BERU.N0000	0	108	1.3	1.4	1.5	1.3	1.4	0.1	7.69
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	53	68.5	73.9	74.4	70.1	71.4	2.9	4.23
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	106	65.2	66.9	69.5	66.9	68.7	3.5	5.37
BROWN & COMPANY PLC	BRWN.N0000	0	127	148.75	147.0	154.75	145.0	153.25	4.5	3.03
