name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	40	5	146.75	160.0	160.0	151.0	146.75	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	0	7	21.4	21.3	21.3	21.0	21.0	0.4	1.87
ACCESS ENGINEERING PLC	AEL.N0000	0	366	11.2	11.1	13.1	11.1	12.3	1.1	9.82
ACL CABLES PLC	ACL.N0000	0	413	46.0	46.0	47.0	44.7	46.5	0.5	1.09
ACL PLASTICS PLC	APLA.N0000	0	63	378.75	376.0	397.0	370.0	392.5	13.75	3.63
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	45	4.9	5.2	5.2	4.9	5.1	0.2	4.08
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	123	35.5	34.8	36.9	34.5	36.2	0.7	1.97
AGSTAR PLC	AGST.N0000	0	900	9.1	9.4	11.0	9.0	10.6	1.5	16.48
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	19	38.9	38.1	39.8	38.0	38.8	0.1	0.26
AITKEN SPENCE PLC	SPEN.N0000	0	67	102.0	102.0	107.5	102.0	105.0	3.0	2.94
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	151	56.0	57.8	66.0	57.8	60.3	4.3	7.68
ALUMEX PLC	ALUM.N0000	0	78	7.1	7.0	7.2	6.8	7.0	0.1	1.41
AMANA BANK PLC	ABL.N0000	0	28	2.9	2.9	2.9	2.8	2.9	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	0	4	26.3	27.9	27.9	27.9	27.9	1.6	6.08
AMANA TAKAFUL PLC	ATL.N0000	300	3	9.3	9.6	9.7	9.6	9.7	0.4	4.3
AMBEON CAPITAL PLC	TAP.N0000	0	168	8.2	8.5	8.5	7.1	8.3	0.1	1.22
AMBEON HOLDINGS PLC	GREG.N0000	10	1	40.9	40.0	40.0	40.0	40.9	0.0	0.0
ARPICO INSURANCE PLC	AINS.N0000	7	3	16.0	15.8	16.6	15.8	16.0	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	31	5.9	6.2	6.3	5.9	5.9	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	51	4.4	4.5	4.9	4.5	4.7	0.3	6.82
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	27	3.4	3.7	3.7	3.4	3.6	0.2	5.88
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	0	3	34.3	34.9	34.9	31.2	31.2	3.1	9.04
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	17	32.8	33.0	33.0	31.0	32.1	0.7	2.13
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	929	14	15.0	15.0	15.0	14.6	14.7	0.3	2.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	92	7.3	7.5	9.7	7.5	9.1	1.8	24.66
B P P L HOLDINGS PLC	BPPL.N0000	0	23	21.0	21.0	21.2	20.1	20.6	0.4	1.9
BAIRAHA FARMS PLC	BFL.N0000	0	111	152.5	151.5	163.75	151.5	162.25	9.75	6.39
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	111	52.6	52.6	57.5	51.0	56.0	3.4	6.46
BERUWALA RESORTS PLC	BERU.N0000	0	19	1.2	1.3	1.3	1.1	1.2	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	339	57.2	61.0	71.5	57.6	68.6	11.4	19.93
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	197	31.3	31.3	35.9	29.9	35.0	3.7	11.82
BROWN & COMPANY PLC	BRWN.N0000	0	197	125.5	132.0	135.0	125.0	131.5	6.0	4.78
BROWNS BEACH HOTELS PLC	BBH.N0000	0	7	10.1	10.5	10.5	10.0	10.0	0.1	0.99
BROWNS INVESTMENTS PLC	BIL.N0000	0	881	7.6	7.7	7.8	7.5	7.6	0.0	0.0
BUKIT DARAH PLC	BUKI.N0000	3	2	300.0	285.0	290.0	285.0	300.0	0.0	0.0
C I C HOLDINGS PLC	CIC.N0000	0	203	45.9	47.0	51.0	46.6	49.3	3.4	7.41
C I C HOLDINGS PLC	CIC.X0000	0	181	36.3	38.0	40.0	36.0	38.1	1.8	4.96
C M HOLDINGS PLC	COLO.N0000	3	2	58.6	63.1	63.2	63.1	58.6	0.0	0.0
C T HOLDINGS PLC	CTHR.N0000	6	1	152.25	158.0	158.0	158.0	152.25	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	0	1	25.0	24.9	24.9	24.9	24.9	0.1	0.4
C. W. MACKIE PLC	CWM.N0000	0	25	61.7	63.6	63.6	62.0	63.5	1.8	2.92
CAPITAL ALLIANCE PLC	CALT.N0000	0	15	11.8	12.0	12.0	11.7	11.7	0.1	0.85
CARGILLS (CEYLON) PLC	CARG.N0000	461	5	159.75	161.0	161.0	161.0	161.0	1.25	0.78
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	221	3	43.1	46.9	46.9	46.9	46.9	3.8	8.82
CARSON CUMBERBATCH PLC	CARS.N0000	5	2	287.5	279.75	279.75	279.75	287.5	0.0	0.0
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	0	52	69.1	70.0	75.0	63.0	64.1	5.0	7.24
CENTRAL INDUSTRIES PLC	CIND.N0000	0	76	61.8	64.0	64.0	60.1	61.1	0.7	1.13
CEYLINCO INSURANCE PLC	CINS.X0000	165	5	998.0	950.0	995.0	950.0	982.75	15.25	1.53
CEYLINCO INSURANCE PLC	CINS.N0000	2	2	1915.0	2194.75	2194.75	2189.0	1915.0	0.0	0.0
CEYLON BEVERAGE HOLDINGS PLC	BREW.N0000	21	3	772.75	740.0	740.0	740.0	772.75	0.0	0.0
CEYLON COLD STORES PLC	CCS.N0000	0	28	30.5	31.1	31.1	29.0	29.4	1.1	3.61
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	45	69.2	68.2	69.0	67.0	68.3	0.9	1.3
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	0	12	52.6	54.5	56.5	52.6	53.0	0.4	0.76
CEYLON HOSPITALS PLC	CHL.N0000	736	12	134.5	132.0	153.75	125.25	137.5	3.0	2.23
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	0	17	11.6	11.4	12.0	11.4	12.0	0.4	3.45
