ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1677464280.0	ABANS ELECTRICALS PLC	ABAN.N0000	15	3	162.0	170.0	174.0	170.0	162.0
1677464280.0	ABANS FINANCE PLC	AFSL.N0000	1500	2	23.4	22.4	22.5	22.4	22.5
1677464280.0	ACCESS ENGINEERING PLC	AEL.N0000	685821	150	13.1	13.3	13.3	12.8	13.0
1677464280.0	ACL CABLES PLC	ACL.N0000	192044	179	75.1	75.0	75.5	73.0	73.3
1677464280.0	ACL PLASTICS PLC	APLA.N0000	141	13	399.25	395.0	395.0	387.75	389.75
1677464280.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	6000	2	6.9	6.7	6.7	6.7	6.7
1677464280.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	145917	97	34.4	35.1	35.1	33.1	33.4
1677464280.0	AGSTAR PLC	AGST.N0000	597357	124	13.4	13.3	13.5	13.0	13.1
1677464280.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	93633	23	56.9	58.0	58.0	55.3	56.5
1677464280.0	AITKEN SPENCE PLC	SPEN.N0000	368	11	140.5	139.5	141.0	139.5	141.0
1677464280.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	1995	14	57.1	57.0	57.0	56.6	57.0
1677464280.0	ALUMEX PLC	ALUM.N0000	339034	121	7.6	7.8	7.8	7.3	7.5
1677464280.0	AMANA BANK PLC	ABL.N0000	774257	99	2.8	2.8	2.9	2.7	2.8
1677464280.0	AMANA TAKAFUL LIFE PLC	ATLL.N0000	20	1	33.5	33.5	33.5	33.5	33.5
1677464280.0	AMANA TAKAFUL PLC	ATL.N0000	500	1	12.0	11.9	11.9	11.9	11.9
1677464280.0	AMBEON CAPITAL PLC	TAP.N0000	206517	43	9.7	9.8	9.8	9.3	9.4
1677464280.0	AMBEON HOLDINGS PLC	GREG.N0000	3500	7	34.0	34.0	34.0	33.0	33.4
1677464280.0	ARPICO INSURANCE PLC	AINS.N0000	15	1	22.5	20.7	20.7	20.7	22.5
1677464280.0	ASIA ASSET FINANCE PLC	AAF.N0000	35561	16	7.9	8.0	8.4	8.0	8.3
1677464280.0	ASIA CAPITAL PLC	ACAP.N0000	5376	6	4.2	4.0	4.2	4.0	4.1
1677464280.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	7071	6	4.3	4.3	4.4	4.2	4.2
1677464280.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	120	2	40.4	40.2	40.2	40.2	40.2
1677464280.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	6	2	26.2	25.3	26.2	25.3	26.2
1677464280.0	ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	5107	17	12.6	12.9	12.9	12.5	12.5
1677464280.0	ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	1	1	7.5	7.7	7.7	7.7	7.5
1677464280.0	B P P L HOLDINGS PLC	BPPL.N0000	3000	6	22.4	22.2	22.2	21.7	21.7
1677464280.0	BAIRAHA FARMS PLC	BFL.N0000	6953	38	140.75	140.5	141.25	138.0	138.75
1677464280.0	BALANGODA  PLANTATIONS  PLC	BALA.N0000	1104	20	70.1	70.0	70.0	69.6	69.9
1677464280.0	BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	1	1	10.4	11.4	11.4	11.4	10.4
1677464280.0	BERUWALA RESORTS PLC	BERU.N0000	2653	3	1.3	1.4	1.4	1.3	1.4
1677464280.0	BOGALA GRAPHITE LANKA PLC	BOGA.N0000	156547	225	58.9	60.0	62.6	58.2	61.7
1677464280.0	BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	5017	4	48.0	48.0	50.0	48.0	48.0
1677464280.0	BROWN & COMPANY PLC	BRWN.N0000	9843	51	113.5	116.0	116.0	110.25	111.0
1677464280.0	BROWNS BEACH HOTELS PLC	BBH.N0000	1190	5	12.5	11.9	12.2	11.9	11.9
1677464280.0	BROWNS INVESTMENTS PLC	BIL.N0000	7014497	594	6.1	6.1	6.1	5.9	6.0
1677464280.0	BUKIT DARAH PLC	BUKI.N0000	1474	15	392.0	394.0	394.0	355.0	370.5
1677464280.0	C I C HOLDINGS PLC	CIC.N0000	41268	62	77.2	76.9	79.9	75.0	75.8
1677464280.0	C I C HOLDINGS PLC	CIC.X0000	155293	62	55.0	55.7	55.7	54.0	54.0
1677464280.0	C M HOLDINGS PLC	COLO.N0000	156	4	68.8	67.9	68.0	65.3	66.0
1677464280.0	C T HOLDINGS PLC	CTHR.N0000	34	2	182.0	180.25	180.25	180.0	182.0
1677464280.0	C T LAND DEVELOPMENT PLC	CTLD.N0000	686	12	23.3	23.5	26.5	23.5	24.2
1677464280.0	C. W. MACKIE PLC	CWM.N0000	5849	22	82.0	82.3	82.3	80.0	81.9
1677464280.0	CAPITAL ALLIANCE PLC	CALT.N0000	344697	116	32.5	32.5	32.6	31.5	31.7
1677464280.0	CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	95	5	47.1	47.0	47.0	47.0	47.1
1677464280.0	CARSON CUMBERBATCH PLC	CARS.N0000	27	4	278.75	278.0	278.0	278.0	278.75
1677464280.0	CENTRAL FINANCE COMPANY PLC	CFIN.N0000	37805	33	70.0	70.0	70.8	70.0	70.3
1677464280.0	CENTRAL INDUSTRIES PLC	CIND.N0000	80249	90	84.3	83.7	84.7	80.1	81.4
1677464280.0	CEYLINCO INSURANCE PLC	CINS.N0000	50	1	2193.0	2100.0	2100.0	2100.0	2193.0
1677464280.0	CEYLINCO INSURANCE PLC	CINS.X0000	10	1	1041.0	1054.0	1054.0	1054.0	1041.0
1677464280.0	CEYLON COLD STORES PLC	CCS.N0000	32771	12	35.0	35.0	35.0	35.0	35.0
1677464280.0	CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	13859	38	84.9	84.1	84.4	81.5	82.1
1677464280.0	CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	800	3	69.6	65.1	66.0	65.0	65.3
1677464280.0	CEYLON HOSPITALS PLC	CHL.N0000	174	4	130.5	139.5	139.75	139.5	139.75
1677464280.0	CEYLON HOTELS CORPORATION PLC	CHOT.N0000	18362	20	16.7	16.5	16.9	16.1	16.5
1677464280.0	CEYLON INVESTMENT PLC	CINV.N0000	17015	19	35.0	35.0	35.0	33.1	33.4
1677464280.0	CEYLON TEA BROKERS PLC	CTBL.N0000	10260	9	4.1	4.1	4.2	4.1	4.1
1677464280.0	CEYLON TOBACCO COMPANY PLC	CTC.N0000	150	12	648.0	650.0	650.0	641.25	646.0
1677464280.0	CHEMANEX PLC	CHMX.N0000	5500	4	77.5	74.6	74.6	74.5	74.5
1677464280.0	CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	123148	72	107.75	107.75	107.75	106.0	107.25
1677464280.0	CHRISSWORLD PLC	CWL.N0000	20	1	12.4	12.5	12.5	12.5	12.4
1677464280.0	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	2251	10	60.0	61.4	61.4	60.0	61.0
1677464280.0	CITRUS LEISURE PLC	REEF.N0000	30509	17	6.1	6.2	6.2	6.0	6.0
1677464280.0	Co-operative Insurance Company PLC	COOP.N0000	188334	46	3.4	3.4	3.4	3.3	3.3
1677464280.0	COLOMBO CITY HOLDINGS PLC	PHAR.N0000	240	9	1070.0	1002.25	1069.75	1001.5	1004.25
1677464280.0	COLOMBO DOCKYARD PLC	DOCK.N0000	1	1	57.9	59.6	59.6	59.6	57.9
1677464280.0	COLOMBO FORT INVESTMENTS PLC	CFI.N0000	1	1	68.0	57.5	57.5	57.5	68.0
1677464280.0	COLOMBO INVESTMENT TRUST PLC	CIT.N0000	300	1	134.75	112.75	112.75	112.75	112.75
