name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	53	4	163.5	170.0	170.0	169.0	163.5	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	272272	96	11.1	11.0	11.4	10.8	11.3	0.2	1.8
ACL CABLES PLC	ACL.N0000	325654	571	78.0	78.0	80.6	75.0	80.1	2.1	2.69
ACL PLASTICS PLC	APLA.N0000	658	13	375.0	394.25	394.25	375.25	392.5	17.5	4.67
ACME PRINTING & PACKAGING PLC	ACME.N0000	311839	84	7.0	7.0	7.3	7.0	7.0	0.0	0.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	18966	52	34.4	34.3	34.3	33.6	33.9	0.5	1.45
AGSTAR PLC	AGST.N0000	48945510	1354	15.5	16.0	16.7	15.8	16.0	0.5	3.23
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	430	11	54.0	53.5	53.9	53.5	53.7	0.3	0.56
AITKEN SPENCE PLC	SPEN.N0000	1890	5	140.0	139.0	140.0	139.0	140.0	0.0	0.0
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	3841	23	59.0	58.7	59.0	57.6	58.3	0.7	1.19
ALUMEX PLC	ALUM.N0000	404240	133	7.0	7.1	7.1	6.9	7.0	0.0	0.0
AMANA BANK PLC	ABL.N0000	1356765	194	3.0	3.0	3.1	3.0	3.0	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	100	1	36.0	35.0	35.0	35.0	35.0	1.0	2.78
AMANA TAKAFUL PLC	ATL.N0000	240	6	12.1	12.1	12.1	12.0	12.0	0.1	0.83
AMBEON CAPITAL PLC	TAP.N0000	140550	46	11.3	11.6	11.6	11.1	11.3	0.0	0.0
AMBEON HOLDINGS PLC	GREG.N0000	310	6	35.8	36.9	36.9	35.3	35.5	0.3	0.84
ARPICO INSURANCE PLC	AINS.N0000	107	2	20.8	20.0	20.0	20.0	20.0	0.8	3.85
ASIA ASSET FINANCE PLC	AAF.N0000	51	3	8.4	8.4	8.5	8.3	8.4	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	63711	29	4.0	4.4	4.4	4.0	4.0	0.0	0.0
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	149128	53	4.4	4.4	4.4	4.1	4.2	0.2	4.55
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	104312	27	35.0	36.5	39.4	36.5	36.6	1.6	4.57
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	34779	46	25.9	26.5	27.5	25.8	26.8	0.9	3.47
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	1060	4	13.0	13.1	13.3	12.9	12.9	0.1	0.77
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	70002	35	7.4	7.2	7.7	7.2	7.4	0.0	0.0
B P P L HOLDINGS PLC	BPPL.N0000	430	8	22.8	23.0	23.0	22.6	22.8	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	3370	17	149.0	146.5	153.0	146.5	148.5	0.5	0.34
BALANGODA  PLANTATIONS  PLC	BALA.N0000	209	9	84.0	80.0	86.0	80.0	83.2	0.8	0.95
BERUWALA RESORTS PLC	BERU.N0000	6929	10	1.3	1.4	1.4	1.3	1.4	0.1	7.69
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	50043	82	58.1	58.4	60.0	58.0	58.5	0.4	0.69
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	26086	28	50.0	48.1	53.0	48.1	51.8	1.8	3.6
BROWN & COMPANY PLC	BRWN.N0000	17448	60	124.5	125.0	127.25	122.0	125.75	1.25	1.0
BROWNS BEACH HOTELS PLC	BBH.N0000	52620	50	12.0	12.0	12.0	11.0	11.4	0.6	5.0
BROWNS INVESTMENTS PLC	BIL.N0000	5346855	446	7.0	7.0	7.1	6.8	7.0	0.0	0.0
BUKIT DARAH PLC	BUKI.N0000	192	5	298.5	295.0	310.0	295.0	295.25	3.25	1.09
C I C HOLDINGS PLC	CIC.N0000	24371	31	84.1	84.2	84.3	83.0	83.6	0.5	0.59
C I C HOLDINGS PLC	CIC.X0000	12866	25	57.0	57.0	57.8	56.3	56.6	0.4	0.7
C M HOLDINGS PLC	COLO.N0000	45	8	70.0	75.0	76.3	75.0	70.0	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	30	1	26.4	24.2	24.2	24.2	26.4	0.0	0.0
C. W. MACKIE PLC	CWM.N0000	3609	12	78.1	79.9	79.9	78.0	78.2	0.1	0.13
CAPITAL ALLIANCE PLC	CALT.N0000	1934176	468	31.4	32.0	32.4	31.0	31.9	0.5	1.59
