name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	0	22	154.75	157.5	157.5	146.0	146.5	8.25	5.33
ACCESS ENGINEERING PLC	AEL.N0000	0	137	11.0	11.0	11.8	10.8	11.0	0.0	0.0
ACL CABLES PLC	ACL.N0000	0	51	41.5	40.2	42.5	40.2	41.2	0.3	0.72
ACL PLASTICS PLC	APLA.N0000	605	25	307.5	330.0	349.0	328.0	345.0	37.5	12.2
ACME PRINTING & PACKAGING PLC	ACME.N0000	1	1	10.7	10.6	10.6	10.6	10.7	0.0	0.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	62	28.2	29.5	29.7	29.0	29.2	1.0	3.55
AGSTAR PLC	AGST.N0000	0	29	6.6	6.9	7.1	6.6	6.7	0.1	1.52
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	48	30.6	30.6	30.6	30.4	30.4	0.2	0.65
AITKEN SPENCE PLC	SPEN.N0000	0	16	82.1	81.2	82.4	81.0	81.2	0.9	1.1
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	12	51.4	51.4	53.8	50.5	52.8	1.4	2.72
ALUMEX PLC	ALUM.N0000	0	84	6.2	6.2	6.2	6.1	6.2	0.0	0.0
AMANA BANK PLC	ABL.N0000	0	27	2.8	3.0	3.1	2.9	3.0	0.2	7.14
AMANA TAKAFUL LIFE PLC	ATLL.N0000	0	12	28.9	35.0	35.0	23.4	25.4	3.5	12.11
AMANA TAKAFUL PLC	ATL.N0000	11	3	9.0	9.5	9.8	9.5	9.0	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	15	6.0	6.7	6.7	6.1	6.3	0.3	5.0
AMBEON HOLDINGS PLC	GREG.N0000	0	10	38.1	36.0	38.8	36.0	38.5	0.4	1.05
ARPICO INSURANCE PLC	AINS.N0000	500	2	15.8	15.8	16.4	15.8	16.1	0.3	1.9
ASIA ASSET FINANCE PLC	AAF.N0000	90	2	6.0	6.4	6.4	6.4	6.0	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	32	4.0	4.0	4.3	4.0	4.1	0.1	2.5
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	78	3.2	3.0	3.4	3.0	3.3	0.1	3.13
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	8	29.8	32.9	32.9	32.8	32.8	3.0	10.07
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	12	15.0	15.0	15.5	14.0	14.1	0.9	6.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	700	3	7.1	7.5	7.5	7.2	7.2	0.1	1.41
B P P L HOLDINGS PLC	BPPL.N0000	0	32	18.5	19.0	19.0	18.5	18.5	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	0	32	125.0	125.0	129.75	125.0	126.5	1.5	1.2
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	80	31.5	32.0	34.5	32.0	34.0	2.5	7.94
BERUWALA RESORTS PLC	BERU.N0000	0	5	0.9	1.0	1.0	0.9	0.9	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	8	0.8	0.8	0.8	0.7	0.8	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	101	2	0.4	0.3	0.4	0.3	0.4	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	8	60.1	63.4	63.4	61.0	61.2	1.1	1.83
