name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	98	7	168.0	169.0	169.0	166.0	168.0	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	100	1	21.2	23.8	23.8	23.8	23.8	2.6	12.26
ACCESS ENGINEERING PLC	AEL.N0000	0	71	12.6	12.9	13.0	12.5	12.8	0.2	1.59
ACL CABLES PLC	ACL.N0000	0	569	69.3	70.5	71.0	66.1	68.9	0.4	0.58
ACL PLASTICS PLC	APLA.N0000	607	15	450.25	450.0	459.75	445.5	446.5	3.75	0.83
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	209	6.0	6.1	6.5	6.0	6.2	0.2	3.33
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	692	44.1	45.0	46.8	43.8	44.7	0.6	1.36
AGSTAR PLC	AGST.N0000	0	494	14.1	14.4	14.7	13.7	14.3	0.2	1.42
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	79	50.9	50.9	50.9	47.0	49.8	1.1	2.16
AITKEN SPENCE PLC	SPEN.N0000	0	25	125.0	127.0	127.0	122.0	123.0	2.0	1.6
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	107	76.5	76.5	79.0	74.0	75.6	0.9	1.18
ALUMEX PLC	ALUM.N0000	0	417	7.5	7.8	8.7	7.5	8.3	0.8	10.67
AMANA BANK PLC	ABL.N0000	0	27	2.8	2.8	2.9	2.7	2.7	0.1	3.57
AMANA TAKAFUL LIFE PLC	ATLL.N0000	805	4	30.1	27.4	32.0	27.4	28.0	2.1	6.98
AMANA TAKAFUL PLC	ATL.N0000	0	7	9.4	9.5	9.5	9.1	9.2	0.2	2.13
AMBEON CAPITAL PLC	TAP.N0000	0	60	10.8	10.8	11.0	10.4	10.7	0.1	0.93
AMBEON HOLDINGS PLC	GREG.N0000	913	9	39.7	39.0	40.0	39.0	39.9	0.2	0.5
ARPICO INSURANCE PLC	AINS.N0000	58	3	16.4	18.7	18.7	16.6	16.4	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	13	4	6.0	6.2	6.2	5.9	6.0	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	13	5.1	5.0	5.2	5.0	5.1	0.0	0.0
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	685	3.8	3.8	4.2	3.8	4.1	0.3	7.89
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	852	4	40.0	39.5	39.5	37.5	37.5	2.5	6.25
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	32	29.1	29.3	30.0	29.0	29.1	0.0	0.0
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	44	14.6	14.5	14.5	14.0	14.1	0.5	3.42
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	15	9.6	9.6	9.6	9.2	9.3	0.3	3.13
B P P L HOLDINGS PLC	BPPL.N0000	0	56	28.9	28.7	28.9	27.6	28.0	0.9	3.11
