name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	154	4	177.5	172.0	182.0	172.0	178.0	0.5	0.28
ACCESS ENGINEERING PLC	AEL.N0000	0	182	12.8	12.8	13.0	12.7	12.8	0.0	0.0
ACL CABLES PLC	ACL.N0000	0	173	46.7	48.0	50.0	47.2	48.4	1.7	3.64
ACL PLASTICS PLC	APLA.N0000	0	36	354.25	369.0	370.0	350.0	355.75	1.5	0.42
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	9	11.5	13.5	13.5	10.2	11.6	0.1	0.87
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	156	32.2	32.8	34.9	32.2	33.1	0.9	2.8
AGSTAR PLC	AGST.N0000	0	116	7.0	7.1	7.2	6.6	7.0	0.0	0.0
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	801	9	34.3	33.0	34.5	32.9	33.2	1.1	3.21
AITKEN SPENCE PLC	SPEN.N0000	0	70	77.0	77.5	78.0	75.2	76.8	0.2	0.26
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	10	52.0	55.0	55.0	52.0	53.5	1.5	2.88
ALUMEX PLC	ALUM.N0000	0	111	7.0	7.1	7.2	6.9	6.9	0.1	1.43
AMANA BANK PLC	ABL.N0000	0	55	2.7	2.8	2.8	2.6	2.8	0.1	3.7
AMANA TAKAFUL LIFE PLC	ATLL.N0000	0	25	25.0	25.0	31.2	24.0	30.9	5.9	23.6
AMANA TAKAFUL PLC	ATL.N0000	0	8	10.1	10.0	12.4	10.0	10.5	0.4	3.96
AMBEON CAPITAL PLC	TAP.N0000	0	16	7.0	7.0	7.3	6.6	7.1	0.1	1.43
AMBEON HOLDINGS PLC	GREG.N0000	51	2	40.8	40.0	40.0	40.0	40.8	0.0	0.0
ARPICO INSURANCE PLC	AINS.N0000	100	2	18.0	17.9	17.9	17.9	17.9	0.1	0.56
ASIA ASSET FINANCE PLC	AAF.N0000	0	6	6.8	6.9	6.9	6.2	6.8	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	13	5.0	4.7	5.0	4.6	4.9	0.1	2.0
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	103	2.9	2.9	3.2	2.9	2.9	0.0	0.0
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	500	4	32.6	35.8	35.9	35.8	35.9	3.3	10.12
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	26	33.9	34.0	34.0	32.0	32.5	1.4	4.13
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	9	14.6	14.6	15.0	14.1	14.9	0.3	2.05
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	13	7.6	7.6	8.0	7.4	7.8	0.2	2.63
B P P L HOLDINGS PLC	BPPL.N0000	0	14	21.0	21.0	21.3	20.3	20.4	0.6	2.86
BAIRAHA FARMS PLC	BFL.N0000	0	42	127.0	129.0	134.0	126.5	128.75	1.75	1.38
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	42	30.0	29.5	31.0	29.3	29.3	0.7	2.33
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	0	9	9.2	9.2	9.7	9.2	9.5	0.3	3.26
BERUWALA RESORTS PLC	BERU.N0000	0	5	1.0	1.0	1.0	0.9	1.0	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	14	0.7	0.8	0.9	0.7	0.8	0.1	14.29
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	7	0.3	0.3	0.4	0.3	0.3	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	65	64.8	66.0	72.0	65.0	68.8	4.0	6.17
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	16	13.2	14.0	15.5	14.0	14.6	1.4	10.61
BROWN & COMPANY PLC	BRWN.N0000	0	194	123.75	130.0	145.0	130.0	143.0	19.25	15.56
BROWNS BEACH HOTELS PLC	BBH.N0000	0	9	8.9	8.6	8.6	8.3	8.4	0.5	5.62
BROWNS INVESTMENTS PLC	BIL.N0000	0	0	8.4	9.1	9.6	8.7	9.5	1.1	13.1
BUKIT DARAH PLC	BUKI.N0000	111	5	322.0	323.0	350.0	323.0	350.0	28.0	8.7
C I C HOLDINGS PLC	CIC.X0000	0	25	20.0	20.1	21.0	20.1	21.0	1.0	5.0
C I C HOLDINGS PLC	CIC.N0000	0	43	32.0	32.0	33.1	30.0	30.7	1.3	4.06
C M HOLDINGS PLC	COLO.N0000	0	12	68.5	65.0	65.0	65.0	65.0	3.5	5.11
C T HOLDINGS PLC	CTHR.N0000	16	3	158.25	158.25	159.0	158.25	158.25	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	0	12	28.9	28.5	28.9	25.0	28.4	0.5	1.73
C. W. MACKIE PLC	CWM.N0000	0	17	59.1	59.0	61.9	56.0	56.7	2.4	4.06
CAPITAL ALLIANCE PLC	CALT.N0000	0	20	10.6	10.6	10.8	10.6	10.8	0.2	1.89
CARGILLS (CEYLON) PLC	CARG.N0000	312	13	167.75	170.0	170.0	167.75	167.75	0.0	0.0
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	0	22	45.0	45.0	49.4	44.2	45.3	0.3	0.67
CARSON CUMBERBATCH PLC	CARS.N0000	3	3	240.5	248.0	248.0	247.0	240.5	0.0	0.0
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	0	20	63.4	63.0	67.8	62.6	64.5	1.1	1.74
CENTRAL INDUSTRIES PLC	CIND.N0000	0	62	68.0	67.0	75.0	66.0	68.8	0.8	1.18
CEYLINCO INSURANCE PLC	CINS.X0000	0	7	1081.5	1023.0	1100.0	971.0	1100.0	18.5	1.71
CEYLINCO INSURANCE PLC	CINS.N0000	1	1	2299.5	2059.75	2059.75	2059.75	2299.5	0.0	0.0
CEYLON COLD STORES PLC	CCS.N0000	0	94	27.4	27.9	27.9	26.5	26.8	0.6	2.19
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	70	73.7	71.1	75.4	71.1	75.0	1.3	1.76
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	110	2	69.8	71.3	71.3	71.3	71.3	1.5	2.15
CEYLON HOSPITALS PLC	CHL.X0000	196	15	95.1	105.5	115.0	105.5	106.75	11.65	12.25
CEYLON HOSPITALS PLC	CHL.N0000	0	12	127.0	125.0	125.0	111.0	117.0	10.0	7.87
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	0	6	8.8	9.8	9.8	8.8	9.1	0.3	3.41
CEYLON INVESTMENT PLC	CINV.N0000	0	7	31.2	32.0	33.0	32.0	33.0	1.8	5.77
CEYLON TEA BROKERS PLC	CTBL.N0000	0	20	3.6	3.7	3.8	3.6	3.7	0.1	2.78
CEYLON TOBACCO COMPANY PLC	CTC.N0000	0	16	648.0	650.0	650.0	648.0	650.0	2.0	0.31
CHEMANEX PLC	CHMX.N0000	0	33	58.1	60.0	64.0	57.0	57.3	0.8	1.38
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	0	152	89.2	92.0	99.8	90.1	94.7	5.5	6.17
CHRISSWORLD PLC	CWL.N0000	85	2	11.9	11.8	11.8	11.7	11.9	0.0	0.0
