name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	8	1	148.5	155.0	155.0	155.0	148.5	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	315	5	20.0	21.4	21.5	21.0	21.0	1.0	5.0
ACCESS ENGINEERING PLC	AEL.N0000	966032	178	10.6	10.6	11.7	10.5	11.0	0.4	3.77
ACL CABLES PLC	ACL.N0000	141061	294	70.4	72.9	73.2	72.0	72.4	2.0	2.84
ACL PLASTICS PLC	APLA.N0000	1720	28	355.25	355.5	362.75	355.0	357.75	2.5	0.7
ACME PRINTING & PACKAGING PLC	ACME.N0000	143819	24	6.5	6.2	7.0	6.2	6.9	0.4	6.15
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	192349	122	32.8	33.2	34.9	32.1	34.1	1.3	3.96
AGSTAR PLC	AGST.N0000	730226	150	15.0	15.0	15.6	15.0	15.2	0.2	1.33
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	18888	57	51.5	50.6	53.1	50.6	52.8	1.3	2.52
AITKEN SPENCE PLC	SPEN.N0000	19108	32	135.0	135.0	140.0	135.0	139.75	4.75	3.52
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	643	7	57.8	59.9	61.0	59.0	60.0	2.2	3.81
ALUMEX PLC	ALUM.N0000	174389	87	7.0	6.9	7.3	6.8	7.2	0.2	2.86
AMANA BANK PLC	ABL.N0000	2940390	169	3.0	3.0	3.1	2.9	2.9	0.1	3.33
AMANA TAKAFUL PLC	ATL.N0000	2100	2	11.9	12.2	12.2	12.2	12.2	0.3	2.52
AMBEON CAPITAL PLC	TAP.N0000	382667	122	11.5	11.4	11.5	11.0	11.1	0.4	3.48
AMBEON HOLDINGS PLC	GREG.N0000	3596	8	36.3	34.7	35.9	34.7	34.7	1.6	4.41
ARPICO INSURANCE PLC	AINS.N0000	1000	3	20.7	20.8	20.8	20.8	20.8	0.1	0.48
ASIA ASSET FINANCE PLC	AAF.N0000	221978	86	7.7	7.9	9.0	7.9	8.7	1.0	12.99
ASIA CAPITAL PLC	ACAP.N0000	4012	6	4.1	4.2	4.2	4.2	4.2	0.1	2.44
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	50599	31	4.1	4.3	4.3	4.1	4.1	0.0	0.0
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	10053	34	25.2	25.0	26.6	25.0	25.2	0.0	0.0
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	2823	8	13.0	13.2	13.2	12.6	12.7	0.3	2.31
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	26601	16	7.1	7.5	7.7	7.5	7.7	0.6	8.45
B P P L HOLDINGS PLC	BPPL.N0000	862	5	23.0	22.6	23.0	22.6	23.0	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	27899	82	144.25	145.0	150.0	144.0	147.75	3.5	2.43
BALANGODA  PLANTATIONS  PLC	BALA.N0000	7234	44	80.4	82.0	84.9	80.0	82.1	1.7	2.11
BERUWALA RESORTS PLC	BERU.N0000	2568	9	1.2	1.3	1.3	1.2	1.2	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	78293	99	63.8	62.0	65.3	62.0	63.9	0.1	0.16
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	220799	119	46.9	45.3	53.0	45.2	50.4	3.5	7.46
BROWN & COMPANY PLC	BRWN.N0000	19397	74	116.5	115.25	118.0	115.0	117.5	1.0	0.86
BROWNS BEACH HOTELS PLC	BBH.N0000	43701	17	12.0	12.3	12.5	12.0	12.1	0.1	0.83
BROWNS INVESTMENTS PLC	BIL.N0000	11498469	702	6.6	6.7	6.9	6.5	6.7	0.1	1.52
BUKIT DARAH PLC	BUKI.N0000	176	5	290.0	299.0	299.0	282.5	294.25	4.25	1.47
C I C HOLDINGS PLC	CIC.X0000	333312	93	56.0	57.8	57.8	55.8	56.9	0.9	1.61
C I C HOLDINGS PLC	CIC.N0000	109068	29	82.5	83.0	85.0	83.0	84.0	1.5	1.82
C M HOLDINGS PLC	COLO.N0000	21847	43	70.0	72.9	79.0	70.0	70.8	0.8	1.14
C T HOLDINGS PLC	CTHR.N0000	539	1	175.0	175.0	175.0	175.0	175.0	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	5552	9	23.5	25.0	25.0	24.1	24.9	1.4	5.96
C. W. MACKIE PLC	CWM.N0000	4779	29	78.3	79.0	80.0	77.0	79.2	0.9	1.15
CAPITAL ALLIANCE PLC	CALT.N0000	890685	271	31.1	30.5	31.8	30.0	31.0	0.1	0.32
CARGILLS (CEYLON) PLC	CARG.N0000	65283	8	225.0	225.0	225.0	222.5	225.0	0.0	0.0
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	86	7	45.2	45.1	47.9	45.0	45.2	0.0	0.0
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	1909	5	60.5	61.0	62.0	61.0	62.0	1.5	2.48
CENTRAL INDUSTRIES PLC	CIND.N0000	40932	44	58.2	58.9	62.9	58.9	61.7	3.5	6.01
CEYLINCO INSURANCE PLC	CINS.N0000	464	4	2100.25	2050.0	2050.0	2050.0	2050.0	50.25	2.39
CEYLON COLD STORES PLC	CCS.N0000	51215	17	35.0	34.9	36.0	34.9	35.5	0.5	1.43
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	19971	25	76.0	76.0	76.0	75.5	76.0	0.0	0.0
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	319	11	63.8	66.4	66.4	63.8	66.3	2.5	3.92
CEYLON HOSPITALS PLC	CHL.X0000	21	3	110.25	113.0	113.0	113.0	110.25	0.0	0.0
CEYLON HOSPITALS PLC	CHL.N0000	41	1	145.25	145.0	145.0	145.0	145.25	0.0	0.0
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	44411	32	16.8	17.0	17.3	16.6	17.1	0.3	1.79
CEYLON INVESTMENT PLC	CINV.N0000	3456	17	30.0	30.9	32.9	29.6	32.9	2.9	9.67
CEYLON TEA BROKERS PLC	CTBL.N0000	11237	14	4.2	4.3	4.4	4.3	4.3	0.1	2.38
CEYLON TOBACCO COMPANY PLC	CTC.N0000	17666	24	600.0	600.25	607.0	600.25	605.75	5.75	0.96
CHEMANEX PLC	CHMX.N0000	15520	16	76.0	78.0	83.0	78.0	80.2	4.2	5.53
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	218027	86	95.8	96.8	100.0	95.8	99.9	4.1	4.28
CHRISSWORLD PLC	CWL.N0000	731	17	10.0	10.6	10.8	9.9	10.5	0.5	5.0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.N0000	14	1	185.0	190.0	190.0	190.0	185.0	0.0	0.0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	104	6	53.1	54.4	55.9	54.0	55.1	2.0	3.77
CITRUS LEISURE PLC	REEF.N0000	8943	22	6.2	6.4	6.5	6.2	6.5	0.3	4.84
