name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	921	5	175.0	175.0	175.0	174.0	175.0	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	0	65	29.0	28.5	34.0	28.0	29.3	0.3	1.03
ACCESS ENGINEERING PLC	AEL.N0000	0	147	22.9	23.0	23.0	22.6	22.9	0.0	0.0
ACL CABLES PLC	ACL.N0000	0	227	40.1	40.9	40.9	39.3	39.5	-0.6	-1.5
ACL PLASTICS PLC	APLA.N0000	0	19	259.25	271.0	273.0	260.0	260.0	0.75	0.29
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	10	6.5	6.2	6.7	6.2	6.3	-0.2	-3.08
AGALAWATTE PLANTATIONS PLC	AGAL.N0000	0	11	25.3	25.9	25.9	24.5	24.6	-0.7	-2.77
AGSTAR PLC	AGST.N0000	0	34	7.5	7.3	7.5	7.2	7.2	-0.3	-4.0
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	13	28.9	28.8	28.8	28.1	28.8	-0.1	-0.35
AITKEN SPENCE PLC	SPEN.N0000	0	56	56.0	56.0	56.2	55.0	55.6	-0.4	-0.71
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	92	79.0	78.5	80.0	75.0	76.4	-2.6	-3.29
ALUMEX PLC	ALUM.N0000	0	110	13.0	12.8	12.9	12.7	12.9	-0.1	-0.77
AMANA BANK PLC	ABL.N0000	0	23	3.1	3.1	3.1	3.1	3.1	0.0	0.0
AMANA TAKAFUL  PLC	ATL.N0000	0	11	8.9	8.9	9.0	8.9	8.9	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	101	3	8.7	8.7	9.1	8.7	8.7	0.0	0.0
AMAYA LEISURE  PLC	CONN.N0000	83	4	18.5	19.2	19.2	18.5	18.5	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	36	5.5	5.2	5.6	5.2	5.6	0.1	1.82
