ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1675387395.0	ABANS ELECTRICALS PLC	ABAN.N0000	57	6	160.25	161.0	161.0	160.0	160.25
1675387395.0	ABANS FINANCE PLC	AFSL.N0000	1334	4	22.5	22.5	22.6	21.5	21.8
1675387395.0	ACCESS ENGINEERING PLC	AEL.N0000	1902370	314	11.8	11.9	12.3	11.7	12.0
1675387395.0	ACL CABLES PLC	ACL.N0000	55808	111	73.2	74.0	74.4	73.5	73.9
1675387395.0	ACL PLASTICS PLC	APLA.N0000	2134	42	364.75	365.0	400.0	365.0	390.25
1675387395.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	617648	89	7.2	7.2	7.5	6.9	7.4
1675387395.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	66609	103	35.6	36.0	36.4	32.2	34.8
1675387395.0	AGSTAR PLC	AGST.N0000	1479787	237	14.9	15.0	15.6	14.9	15.4
1675387395.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	70652	59	55.7	56.2	58.8	56.2	58.3
1675387395.0	AITKEN SPENCE PLC	SPEN.N0000	1935018	273	145.0	143.0	150.5	143.0	150.0
1675387395.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	14181	27	58.4	58.4	59.8	57.7	59.0
1675387395.0	ALUMEX PLC	ALUM.N0000	528190	144	7.0	6.9	7.0	6.8	6.8
1675387395.0	AMANA BANK PLC	ABL.N0000	2132890	173	3.1	3.2	3.2	3.0	3.1
1675387395.0	AMANA TAKAFUL PLC	ATL.N0000	100	1	12.0	12.2	12.2	12.2	12.2
1675387395.0	AMBEON CAPITAL PLC	TAP.N0000	134211	34	10.7	10.7	11.0	10.7	10.8
1675387395.0	AMBEON HOLDINGS PLC	GREG.N0000	1685	14	37.2	38.0	38.5	38.0	38.0
1675387395.0	ASIA ASSET FINANCE PLC	AAF.N0000	155846	17	8.0	8.1	8.1	7.9	8.0
1675387395.0	ASIA CAPITAL PLC	ACAP.N0000	751	3	4.1	4.3	4.3	4.2	4.2
1675387395.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	59042	18	4.5	4.4	4.6	4.4	4.5
1675387395.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	60	4	38.5	39.1	39.4	38.5	38.5
1675387395.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	108	10	25.1	25.0	25.9	25.0	25.7
1675387395.0	ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	5100	9	12.6	13.0	13.0	12.6	12.6
1675387395.0	ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	117084	30	7.7	7.7	7.7	7.5	7.7
1675387395.0	B P P L HOLDINGS PLC	BPPL.N0000	510	2	22.6	23.0	23.0	23.0	23.0
