ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1692762480.0	ABANS FINANCE PLC	AFSL.N0000	575	3	27.0	25.1	25.1	25.1	25.1
1692762480.0	ACCESS ENGINEERING PLC	AEL.N0000	40590	42	17.1	17.0	17.5	17.0	17.2
1692762480.0	ACL CABLES PLC	ACL.N0000	297038	262	72.8	73.5	76.9	73.0	75.5
1692762480.0	ACL PLASTICS PLC	APLA.N0000	1761	27	389.0	389.0	389.0	380.0	387.75
1692762480.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	1010	2	6.9	6.9	6.9	6.6	6.9
1692762480.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	149828	134	33.1	33.1	33.4	32.1	32.6
1692762480.0	AGSTAR PLC	AGST.N0000	633530	181	9.9	10.0	10.3	10.0	10.3
1692762480.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	27269	14	72.0	72.0	74.8	72.0	74.5
1692762480.0	AITKEN SPENCE PLC	SPEN.N0000	1676	8	148.0	149.75	149.75	145.25	145.5
1692762480.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	59714	171	108.75	107.0	112.0	104.75	105.25
1692762480.0	ALPHA FIRE SERVICES PLC	AFS.N0000	155	5	40.1	41.5	42.0	41.5	41.9
1692762480.0	ALUMEX PLC	ALUM.N0000	45986	27	9.0	9.0	9.2	9.0	9.1
1692762480.0	AMANA BANK PLC	ABL.N0000	2581469	143	2.4	2.4	2.5	2.3	2.4
1692762480.0	AMANA TAKAFUL LIFE PLC	ATLL.N0000	1281	9	29.0	30.5	30.5	30.5	30.5
1692762480.0	AMBEON CAPITAL PLC	TAP.N0000	256118	110	9.1	9.4	9.7	9.2	9.5
1692762480.0	AMBEON HOLDINGS PLC	GREG.N0000	42	4	35.3	36.3	36.3	35.6	35.3
1692762480.0	ARPICO INSURANCE PLC	AINS.N0000	26293	46	26.5	26.8	29.6	26.8	28.0
1692762480.0	ASIA ASSET FINANCE PLC	AAF.N0000	44132	16	13.2	13.0	13.2	13.0	13.0
1692762480.0	ASIA CAPITAL PLC	ACAP.N0000	6971	18	3.7	3.8	3.9	3.7	3.9
1692762480.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	102065	23	4.1	4.3	4.3	4.0	4.0
1692762480.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	269516	60	53.1	53.5	54.8	52.2	52.5
1692762480.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	104224	82	26.3	26.0	26.3	25.0	26.2
1692762480.0	ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	41060	14	13.1	13.1	13.4	13.1	13.4
1692762480.0	ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	208795	118	12.6	12.7	12.8	12.0	12.2
1692762480.0	B P P L HOLDINGS PLC	BPPL.N0000	135437	19	20.0	20.4	20.5	20.0	20.2
1692762480.0	BAIRAHA FARMS PLC	BFL.N0000	62378	146	172.25	170.0	185.0	170.0	182.5
1692762480.0	BALANGODA  PLANTATIONS  PLC	BALA.N0000	5228	29	57.3	58.5	58.5	57.0	57.5
1692762480.0	BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	59694	40	12.1	12.1	12.5	12.0	12.0
1692762480.0	BERUWALA RESORTS PLC	BERU.N0000	157588	36	1.4	1.5	1.5	1.3	1.5
1692762480.0	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	227001	22	0.4	0.5	0.5	0.4	0.4
1692762480.0	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	117439	4	0.3	0.3	0.3	0.3	0.3
1692762480.0	BOGALA GRAPHITE LANKA PLC	BOGA.N0000	40197	73	52.5	52.2	53.5	51.0	51.5
1692762480.0	BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	2520	9	43.5	43.5	44.0	43.1	43.2
1692762480.0	BROWN & COMPANY PLC	BRWN.N0000	3459	21	125.0	122.5	125.75	122.5	125.25
1692762480.0	BROWNS BEACH HOTELS PLC	BBH.N0000	262408	124	14.5	14.7	17.0	14.6	16.7
1692762480.0	BROWNS INVESTMENTS PLC	BIL.N0000	6467269	627	5.9	5.9	6.0	5.8	5.9
1692762480.0	BUKIT DARAH PLC	BUKI.N0000	361	6	400.0	400.0	410.0	400.0	403.25
1692762480.0	C I C HOLDINGS PLC	CIC.X0000	194145	94	55.0	55.0	56.0	55.0	55.7
1692762480.0	C I C HOLDINGS PLC	CIC.N0000	1387374	132	72.0	72.0	74.8	71.6	74.7
1692762480.0	C M HOLDINGS PLC	COLO.N0000	11153	51	81.9	84.5	94.9	82.0	90.2
1692762480.0	C T HOLDINGS PLC	CTHR.N0000	2	1	230.0	222.0	222.0	222.0	230.0
1692762480.0	C T LAND DEVELOPMENT PLC	CTLD.N0000	6207	9	27.2	25.6	28.0	25.6	27.5
1692762480.0	C. W. MACKIE PLC	CWM.N0000	7409	49	89.5	90.0	94.2	89.9	92.8
1692762480.0	CAPITAL ALLIANCE PLC	CALT.N0000	3374006	2931	92.0	91.5	92.0	83.0	84.0
1692762480.0	CARGILLS (CEYLON) PLC	CARG.N0000	366	2	310.0	319.0	319.0	319.0	319.0
1692762480.0	CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	50	2	59.4	55.5	55.5	55.5	59.4
1692762480.0	CARSON CUMBERBATCH PLC	CARS.N0000	800	11	270.0	270.0	270.0	270.0	270.0
1692762480.0	CENTRAL FINANCE COMPANY PLC	CFIN.N0000	320006	193	131.0	130.75	131.75	123.25	128.75
1692762480.0	CENTRAL INDUSTRIES PLC	CIND.N0000	184878	80	106.75	109.0	113.0	106.0	107.75
1692762480.0	CEYLINCO INSURANCE PLC	CINS.X0000	156	7	887.5	914.0	918.0	914.0	915.5
1692762480.0	CEYLON COLD STORES PLC	CCS.N0000	9569	16	48.5	48.2	48.5	48.1	48.1
1692762480.0	CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	670323	437	134.75	130.5	147.0	130.5	144.0
1692762480.0	CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	1344	10	108.0	113.5	113.75	108.0	108.0
1692762480.0	CEYLON HOSPITALS PLC	CHL.X0000	200	1	103.0	107.0	107.0	107.0	107.0
1692762480.0	CEYLON HOTELS CORPORATION PLC	CHOT.N0000	436048	224	21.1	21.3	22.9	21.1	22.5
1692762480.0	CEYLON INVESTMENT PLC	CINV.N0000	106173	136	63.8	64.4	66.7	63.5	64.1
1692762480.0	CEYLON PRINTERS PLC	CPRT.N0000	3	2	100.5	105.0	125.0	105.0	100.5
1692762480.0	CEYLON TEA BROKERS PLC	CTBL.N0000	69265	26	4.6	4.7	4.8	4.6	4.7
1692762480.0	CEYLON TOBACCO COMPANY PLC	CTC.N0000	14781	66	975.25	975.25	997.0	975.25	995.0
