name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	0	13	170.0	171.0	178.75	171.0	178.25	8.25	4.85
ABANS FINANCE PLC	AFSL.N0000	36	3	28.0	26.1	28.0	26.1	28.0	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	135	22.2	22.7	22.7	22.3	22.4	0.2	0.9
ACL CABLES PLC	ACL.N0000	0	183	39.6	40.0	40.0	39.1	39.2	0.4	1.01
ACL PLASTICS PLC	APLA.N0000	147	11	260.25	265.75	265.75	258.0	258.25	2.0	0.77
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	2	6.3	6.3	6.3	6.3	6.3	0.0	0.0
AGALAWATTE PLANTATIONS PLC	AGAL.N0000	0	11	24.2	24.2	25.0	24.2	24.7	0.5	2.07
AGSTAR PLC	AGST.N0000	0	84	7.8	7.8	8.1	7.6	8.0	0.2	2.56
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	6	30.3	30.2	30.8	30.2	30.8	0.5	1.65
AITKEN SPENCE PLC	SPEN.N0000	0	46	66.0	66.5	67.9	66.5	67.0	1.0	1.52
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	473	6	67.5	69.0	69.0	68.1	68.1	0.6	0.89
ALUMEX PLC	ALUM.N0000	0	66	13.3	13.5	13.5	13.2	13.3	0.0	0.0
AMANA BANK PLC	ABL.N0000	0	16	3.0	3.1	3.1	3.0	3.0	0.0	0.0
AMANA TAKAFUL  PLC	ATL.N0000	0	11	9.0	8.6	9.0	8.6	8.7	0.3	3.33
AMBEON CAPITAL PLC	TAP.N0000	0	0	13.1	13.5	16.3	13.0	15.4	2.3	17.56
AMBEON HOLDINGS PLC	GREG.N0000	0	0	40.0	41.0	44.2	39.0	43.1	3.1	7.75
ANILANA HOTELS AND PROPERTIES PLC	ALHP.N0000	0	26	1.1	1.0	1.2	1.0	1.1	0.0	0.0
ARPICO INSURANCE PLC	AINS.N0000	0	39	22.2	22.6	23.8	21.9	23.5	1.3	5.86
ASIA ASSET FINANCE PLC	AAF.N0000	5	2	7.1	7.1	7.4	7.1	7.1	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	18	5.4	5.7	5.7	5.4	5.5	0.1	1.85
ASIA SIYAKA COMMODITIES PLC	ASIY.N0000	0	53	3.2	3.3	3.4	3.2	3.2	0.0	0.0
ASIAN HOTELS & PROPERTIES PLC	AHPL.N0000	0	5	39.9	37.6	40.0	37.6	39.9	0.0	0.0
ASIRI  SURGICAL HOSPITAL PLC	AMSL.N0000	0	15	14.9	15.1	15.2	15.0	15.1	0.2	1.34
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	24	29.3	29.5	29.5	29.0	29.3	0.0	0.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	80	212.75	213.75	219.0	207.25	213.0	0.25	0.12
B P P L HOLDINGS PLC	BPPL.N0000	0	18	19.0	19.2	19.2	19.0	19.0	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	0	54	155.5	156.0	156.0	150.75	155.0	0.5	0.32
BALANGODA PLANTATIONS PLC	BALA.N0000	0	6	15.2	16.0	16.0	15.1	15.8	0.6	3.95
BERUWALA RESORTS PLC	BERU.N0000	3	2	0.8	0.9	0.9	0.9	0.8	0.0	0.0
BIMPUTH FINANCE PLC	BLI.N0000	500	4	7.8	8.0	8.0	7.8	7.9	0.1	1.28
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	1	0.9	0.9	0.9	0.9	0.9	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	9	0.5	0.4	0.4	0.4	0.4	0.1	20.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	107	60.2	59.1	61.0	58.0	58.4	1.8	2.99
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	766	4	11.9	11.4	11.9	11.4	11.9	0.0	0.0
