ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1692589680.0	ABANS ELECTRICALS PLC	ABAN.N0000	70	8	151.75	154.5	154.5	148.5	151.75
1692589680.0	ABANS FINANCE PLC	AFSL.N0000	239	6	27.3	27.2	27.2	26.1	27.0
1692589680.0	ACCESS ENGINEERING PLC	AEL.N0000	510115	62	17.3	17.5	17.5	17.0	17.1
1692589680.0	ACL CABLES PLC	ACL.N0000	319532	274	72.0	72.1	76.0	71.5	72.6
1692589680.0	ACL PLASTICS PLC	APLA.N0000	1168	20	373.75	386.0	389.0	376.5	379.5
1692589680.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	280	7	6.5	6.8	6.8	6.8	6.8
1692589680.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	59338	59	34.4	34.6	34.8	33.3	33.7
1692589680.0	AGSTAR PLC	AGST.N0000	1183486	236	10.0	10.1	10.2	9.8	9.9
1692589680.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	28389	29	75.0	73.6	74.0	73.0	73.7
1692589680.0	AITKEN SPENCE PLC	SPEN.N0000	93543	101	144.25	144.5	150.5	144.5	150.0
1692589680.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	167297	549	110.25	112.5	120.0	107.0	110.0
1692589680.0	ALPHA FIRE SERVICES PLC	AFS.N0000	505	2	44.0	45.0	45.0	45.0	45.0
1692589680.0	ALUMEX PLC	ALUM.N0000	36625	36	9.0	9.0	9.3	8.8	9.2
1692589680.0	AMANA BANK PLC	ABL.N0000	7225373	242	2.4	2.4	2.5	2.3	2.4
1692589680.0	AMANA TAKAFUL LIFE PLC	ATLL.N0000	1114	15	29.7	28.5	30.5	28.5	29.0
1692589680.0	AMANA TAKAFUL PLC	ATL.N0000	215	3	12.0	11.5	12.0	11.5	12.0
1692589680.0	AMBEON CAPITAL PLC	TAP.N0000	212654	56	9.3	9.3	9.7	9.3	9.4
1692589680.0	AMBEON HOLDINGS PLC	GREG.N0000	2600	24	35.7	35.7	36.4	35.4	35.5
1692589680.0	ARPICO INSURANCE PLC	AINS.N0000	4205	18	24.2	24.2	25.5	24.2	25.0
1692589680.0	ASIA ASSET FINANCE PLC	AAF.N0000	5059	19	13.5	13.7	13.7	13.0	13.0
1692589680.0	ASIA CAPITAL PLC	ACAP.N0000	12822	11	3.9	4.1	4.1	3.8	3.8
1692589680.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	323165	66	4.1	4.2	4.2	4.0	4.1
1692589680.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	99895	28	53.6	55.1	56.5	53.2	53.3
1692589680.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	17601	53	26.3	26.6	26.9	25.0	25.1
1692589680.0	ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	2362	5	13.3	13.3	13.3	13.3	13.3
1692589680.0	ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	855553	385	13.1	13.5	13.8	12.9	13.1
1692589680.0	B P P L HOLDINGS PLC	BPPL.N0000	127449	45	21.3	21.3	21.3	20.3	20.4
1692589680.0	BAIRAHA FARMS PLC	BFL.N0000	45694	103	169.75	173.0	175.25	171.0	173.5
1692589680.0	BALANGODA  PLANTATIONS  PLC	BALA.N0000	34202	89	59.6	60.9	60.9	56.9	57.6
1692589680.0	BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	4681	14	11.7	11.8	11.9	10.8	11.9
1692589680.0	BERUWALA RESORTS PLC	BERU.N0000	18521	13	1.4	1.5	1.5	1.4	1.4
1692589680.0	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	822239	26	0.4	0.5	0.5	0.4	0.4
1692589680.0	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	14503	5	0.4	0.4	0.4	0.3	0.4
1692589680.0	BOGALA GRAPHITE LANKA PLC	BOGA.N0000	17244	63	51.3	51.5	54.5	50.1	51.9
1692589680.0	BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	1519	17	43.5	43.2	43.2	43.0	43.0
1692589680.0	BROWN & COMPANY PLC	BRWN.N0000	11311	53	123.5	123.5	126.0	122.5	122.75
1692589680.0	BROWNS BEACH HOTELS PLC	BBH.N0000	9028	14	14.3	14.3	14.3	13.8	13.8
1692589680.0	BROWNS INVESTMENTS PLC	BIL.N0000	6007323	663	6.1	6.1	6.1	5.9	5.9
1692589680.0	BUKIT DARAH PLC	BUKI.N0000	25	5	420.0	420.5	424.0	412.5	420.0
1692589680.0	C I C HOLDINGS PLC	CIC.N0000	105809	39	69.5	70.0	71.8	69.1	70.0
1692589680.0	C I C HOLDINGS PLC	CIC.X0000	202229	102	54.1	54.1	54.9	53.0	54.1
1692589680.0	C M HOLDINGS PLC	COLO.N0000	4749	46	81.9	84.9	86.5	81.3	81.7
1692589680.0	C T HOLDINGS PLC	CTHR.N0000	5	3	230.0	210.0	210.0	206.0	230.0
1692589680.0	C T LAND DEVELOPMENT PLC	CTLD.N0000	4703	19	25.5	28.4	28.4	25.2	27.0
1692589680.0	C. W. MACKIE PLC	CWM.N0000	25654	135	88.7	90.9	91.5	87.0	88.0
1692589680.0	CAPITAL ALLIANCE PLC	CALT.N0000	4386954	3184	77.5	79.0	90.0	79.0	89.4
1692589680.0	CARGILLS (CEYLON) PLC	CARG.N0000	219	16	319.5	318.25	318.25	315.0	315.0
1692589680.0	CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	99	2	59.4	58.0	58.0	58.0	59.4
1692589680.0	CARSON CUMBERBATCH PLC	CARS.N0000	506	8	280.0	270.25	270.25	270.0	270.0
1692589680.0	CENTRAL FINANCE COMPANY PLC	CFIN.N0000	1460657	560	134.75	138.0	139.75	130.0	132.5
1692589680.0	CENTRAL INDUSTRIES PLC	CIND.N0000	41910	86	107.25	108.0	110.0	98.0	103.0
1692589680.0	CEYLINCO INSURANCE PLC	CINS.X0000	94	9	890.75	900.0	929.0	890.75	890.75
1692589680.0	CEYLON COLD STORES PLC	CCS.N0000	16593	18	48.5	48.9	49.0	48.5	48.5
1692589680.0	CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	335350	221	139.25	138.0	140.0	134.5	136.75
1692589680.0	CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	11451	55	110.5	113.75	113.75	110.0	111.0
1692589680.0	CEYLON HOSPITALS PLC	CHL.X0000	49	1	103.0	105.0	105.0	105.0	103.0
1692589680.0	CEYLON HOSPITALS PLC	CHL.N0000	120	3	130.0	131.0	131.0	125.0	125.25
1692589680.0	CEYLON HOTELS CORPORATION PLC	CHOT.N0000	96316	62	20.1	20.1	21.4	19.8	20.6
1692589680.0	CEYLON INVESTMENT PLC	CINV.N0000	523693	402	63.6	64.5	68.5	64.3	65.9
1692589680.0	CEYLON PRINTERS PLC	CPRT.N0000	205	13	122.25	97.0	119.0	97.0	100.75
1692589680.0	CEYLON TEA BROKERS PLC	CTBL.N0000	81613	34	4.6	4.6	4.8	4.6	4.7
1692589680.0	CEYLON TOBACCO COMPANY PLC	CTC.N0000	1219	35	998.5	970.0	992.0	960.0	972.0
1692589680.0	CHEMANEX PLC	CHMX.N0000	6854	20	88.9	85.1	92.3	84.7	91.6
1692589680.0	CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	76249	94	91.5	92.0	92.0	91.0	91.4
1692589680.0	CHRISSWORLD PLC	CWL.N0000	10259	24	11.0	10.5	10.9	10.5	10.5
1692589680.0	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.N0000	126	6	200.25	207.75	207.75	200.0	205.25
1692589680.0	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	16147	50	91.5	94.0	94.0	88.2	88.5
1692589680.0	CITRUS LEISURE PLC	REEF.N0000	49289	53	6.8	6.8	7.0	6.5	6.5
1692589680.0	Co-operative Insurance Company PLC	COOP.N0000	1045369	140	3.1	3.1	3.2	3.0	3.1
1692589680.0	COLOMBO CITY HOLDINGS PLC	PHAR.N0000	3206	8	46.5	46.6	48.9	46.0	46.4
1692589680.0	COLOMBO DOCKYARD PLC	DOCK.N0000	2193	15	60.4	60.2	61.0	60.2	61.0
1692589680.0	COLOMBO FORT INVESTMENTS PLC	CFI.N0000	3321	29	67.9	67.5	74.6	66.1	71.9
1692589680.0	COLOMBO INVESTMENT TRUST PLC	CIT.N0000	82	2	116.0	119.75	119.75	111.5	116.0
1692589680.0	COLOMBO LAND AND DEVELOPMENT COMPANY PLC	CLND.N0000	19098	30	17.1	17.2	18.0	16.8	17.1
1692589680.0	COMMERCIAL BANK OF CEYLON PLC	COMB.X0000	244806	95	82.8	81.5	82.0	80.4	80.7
1692589680.0	COMMERCIAL BANK OF CEYLON PLC	COMB.N0000	713074	248	93.6	93.5	95.0	91.4	92.2
1692589680.0	COMMERCIAL CREDIT AND FINANCE PLC	COCR.N0000	1802302	925	39.8	40.1	41.4	39.0	39.1
1692589680.0	COMMERCIAL DEVELOPMENT COMPANY PLC	COMD.N0000	923	27	113.25	118.5	122.0	118.0	119.5
1692589680.0	CONVENIENCE FOODS LANKA PLC	SOY.N0000	139	20	1045.0	1048.75	1048.75	1000.0	1000.25
1692589680.0	DANKOTUWA PORCELAIN PLC	DPL.N0000	145678	25	26.5	26.4	26.7	26.4	26.5
1692589680.0	DFCC BANK PLC	DFCC.N0000	905766	355	92.7	92.5	92.5	89.3	90.3
1692589680.0	DIALOG AXIATA PLC	DIAL.N0000	7232060	60	11.5	11.5	11.6	11.4	11.5
1692589680.0	DIESEL & MOTOR ENGINEERING PLC	DIMO.N0000	133	8	571.5	600.0	600.0	572.5	573.5
1692589680.0	DILMAH CEYLON TEA COMPANY PLC	CTEA.N0000	110	15	1020.5	1011.25	1011.25	1002.0	1006.25
1692589680.0	DIPPED PRODUCTS PLC	DIPD.N0000	176123	134	31.8	32.2	32.2	31.5	31.7
1692589680.0	DISTILLERIES COMPANY OF SRI LANKA PLC	DIST.N0000	2002028	173	24.3	24.5	24.6	23.7	23.8
1692589680.0	DOLPHIN HOTELS PLC	STAF.N0000	52632	20	34.5	34.1	35.0	34.1	34.5
1692589680.0	E - CHANNELLING PLC	ECL.N0000	14811	38	14.6	15.0	15.0	14.6	14.6
1692589680.0	E B CREASY & COMPANY PLC	EBCR.N0000	98957	40	23.5	23.5	23.9	22.0	23.5
1692589680.0	E M L CONSULTANTS PLC	EML.N0000	251736	35	4.1	4.1	4.2	4.0	4.0
1692589680.0	EASTERN MERCHANTS PLC	EMER.N0000	1807	11	8.5	8.5	8.6	8.2	8.6
1692589680.0	EDEN HOTEL LANKA PLC	EDEN.N0000	199047	60	13.1	13.4	13.4	13.0	13.2
1692589680.0	ELPITIYA PLANTATIONS PLC	ELPL.N0000	14686	40	86.5	87.5	87.5	86.1	86.3
1692589680.0	Ex-pack Corrugated Cartons PLC	PACK.N0000	178631	119	13.5	13.5	13.7	13.2	13.3
1692589680.0	EXPOLANKA HOLDINGS PLC	EXPO.N0000	211938	385	146.75	146.0	146.5	140.75	142.5
1692589680.0	EXTERMINATORS PLC	EXT.N0000	1857	3	8.1	8.3	8.3	8.0	8.0
1692589680.0	FIRST CAPITAL HOLDINGS PLC	CFVF.N0000	4096918	1442	54.8	56.0	59.2	56.0	59.0
1692589680.0	First Capital Treasuries PLC	FCT.N0000	2197650	833	44.9	46.1	47.5	45.9	46.8
1692589680.0	GALADARI HOTELS (LANKA) PLC	GHLL.N0000	78566	35	15.5	15.5	15.7	15.2	15.4
1692589680.0	GALLE FACE CAPITAL PARTNERS PLC	WAPO.N0000	604562	491	32.5	32.8	36.0	32.1	35.6
1692589680.0	GESTETNER OF CEYLON PLC	GEST.N0000	1	1	99.3	99.9	99.9	99.9	99.3
1692589680.0	HAPUGASTENNE PLANTATIONS PLC	HAPU.N0000	20471	38	39.5	37.9	37.9	37.0	37.0
1692589680.0	HARISCHANDRA MILLS PLC	HARI.N0000	719	3	4000.0	4000.0	4000.0	4000.0	4000.0
1692589680.0	HATTON NATIONAL BANK PLC	HNB.X0000	137466	68	153.0	152.0	154.0	148.25	148.75
1692589680.0	HATTON NATIONAL BANK PLC	HNB.N0000	120888	84	181.75	182.25	185.0	175.5	179.75
1692589680.0	HATTON PLANTATIONS PLC	HPL.N0000	5713	24	22.2	23.3	23.3	22.0	22.2
1692589680.0	HAYCARB PLC	HAYC.N0000	61486	83	67.0	67.1	67.8	66.0	66.8
1692589680.0	HAYLEYS FABRIC PLC	MGT.N0000	6396156	1194	42.3	43.0	45.7	43.0	44.8
1692589680.0	HAYLEYS FIBRE PLC	HEXP.N0000	3201	13	57.7	58.0	58.0	57.9	57.9
1692589680.0	HAYLEYS LEISURE PLC	CONN.N0000	734	4	24.0	23.6	23.9	23.6	23.6
1692589680.0	HAYLEYS PLC	HAYL.N0000	367791	250	87.5	88.4	88.4	85.9	86.0
1692589680.0	HELA APPAREL HOLDINGS PLC	HELA.N0000	10279277	775	6.4	6.5	6.5	5.9	6.0
1692589680.0	HEMAS HOLDINGS PLC	HHL.N0000	740282	90	79.8	79.6	80.0	79.0	80.0
1692589680.0	HIKKADUWA BEACH RESORT PLC	CITH.N0000	31070	14	5.2	5.2	5.2	5.0	5.2
1692589680.0	HNB ASSURANCE PLC	HASU.N0000	26667	64	58.0	58.1	58.9	58.1	58.1
1692589680.0	HNB FINANCE PLC	HNBF.N0000	128392	37	5.9	6.0	6.1	5.8	5.8
1692589680.0	HNB FINANCE PLC	HNBF.X0000	40949	33	5.8	5.8	6.2	5.6	5.6
1692589680.0	HORANA PLANTATIONS PLC	HOPL.N0000	23052	30	44.0	45.0	45.0	43.2	43.5
1692589680.0	HOTEL SIGIRIYA PLC	HSIG.N0000	86906	60	43.0	40.7	44.8	40.7	43.7
1692589680.0	HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL	HDFC.N0000	14795	20	34.0	35.0	36.0	34.0	35.9
1692589680.0	hSenid Business Solutions PLC	HBS.N0000	227104	129	12.1	12.2	12.3	12.0	12.0
1692589680.0	HUNAS HOLDINGS PLC	HUNA.N0000	33362	22	27.3	28.7	28.9	27.5	27.5
1692589680.0	HUNTER & COMPANY PLC	HUNT.N0000	15	3	655.5	641.0	674.5	641.0	655.5
1692589680.0	HVA FOODS PLC	HVA.N0000	4721	11	4.1	4.2	4.2	4.1	4.1
1692589680.0	INDUSTRIAL ASPHALTS (CEYLON) PLC	ASPH.N0000	1875116	64	0.3	0.3	0.4	0.3	0.3
1692589680.0	JANASHAKTHI INSURANCE PLC	JINS.N0000	623665	319	43.6	45.4	49.4	45.4	47.1
1692589680.0	JAT HOLDINGS PLC	JAT.N0000	153586	45	16.5	16.5	17.0	16.4	16.7
1692589680.0	JETWING SYMPHONY PLC	JETS.N0000	283777	47	9.0	9.1	9.4	8.9	9.3
1692589680.0	JOHN KEELLS HOLDINGS PLC	JKH.N0000	1045338	252	189.75	190.0	193.0	190.0	192.5
1692589680.0	JOHN KEELLS HOTELS PLC	KHL.N0000	61638	45	22.5	22.8	22.8	22.1	22.6
1692589680.0	JOHN KEELLS PLC	JKL.N0000	141	6	69.1	70.6	71.9	70.0	71.0
1692589680.0	KAHAWATTE  PLANTATIONS  PLC	KAHA.N0000	77675	101	19.6	19.6	20.0	18.5	19.0
1692589680.0	KAPRUKA HOLDINGS PLC	KPHL.N0000	24913	32	8.3	8.9	8.9	7.9	8.0
1692589680.0	KEELLS FOOD PRODUCTS PLC	KFP.N0000	351	9	182.0	164.25	184.75	164.25	182.0
1692589680.0	KEGALLE  PLANTATIONS  PLC	KGAL.N0000	201	8	123.25	128.75	129.0	128.75	129.0
1692589680.0	KELANI CABLES PLC	KCAB.N0000	18380	138	278.0	276.25	278.0	265.0	268.0
1692589680.0	KELANI TYRES PLC	TYRE.N0000	319559	477	70.0	73.0	76.4	73.0	75.1
1692589680.0	KELANI VALLEY PLANTATIONS PLC	KVAL.N0000	26943	89	76.0	76.0	76.0	74.0	74.2
1692589680.0	KOTAGALA PLANTATIONS PLC	KOTA.N0000	413776	117	7.0	7.2	7.2	6.9	7.0
1692589680.0	KOTMALE HOLDINGS PLC	LAMB.N0000	1	1	410.5	377.25	377.25	377.25	410.5
1692589680.0	L O L C HOLDINGS PLC	LOLC.N0000	75318	242	453.25	455.0	465.5	442.25	444.25
1692589680.0	L V L ENERGY FUND PLC	LVEF.N0000	70499	22	6.5	6.4	6.7	6.3	6.3
1692589680.0	LAKE HOUSE PRINTERS & PUBLISHERS PLC	LPRT.N0000	107	4	253.5	247.0	247.0	230.0	230.75
1692589680.0	LANKA ALUMINIUM INDUSTRIES PLC	LALU.N0000	26452	34	16.7	17.0	17.0	16.4	16.5
1692589680.0	LANKA ASHOK LEYLAND PLC	ASHO.N0000	2	1	733.25	765.0	765.0	765.0	733.25
1692589680.0	LANKA CERAMIC PLC	CERA.N0000	300	1	105.0	105.0	105.0	105.0	105.0
1692589680.0	LANKA CREDIT AND BUSINESS FINANCE PLC	LCBF.N0000	411750	52	2.6	2.5	2.6	2.4	2.4
1692589680.0	LANKA IOC PLC	LIOC.N0000	306005	381	118.0	118.0	118.0	116.0	116.5
1692589680.0	LANKA MILK FOODS (CWE) PLC	LMF.N0000	3752	26	164.75	164.0	164.25	162.25	162.5
1692589680.0	LANKA REALTY INVESTMENTS PLC	ASCO.N0000	17738	11	13.3	13.6	14.0	13.6	13.6
1692589680.0	LANKA TILES PLC	TILE.N0000	30558	97	44.1	44.5	44.8	43.7	44.0
1692589680.0	LANKA VENTURES PLC	LVEN.N0000	115	7	39.1	39.2	39.2	38.4	38.7
1692589680.0	LANKA WALLTILE PLC	LWL.N0000	74844	92	44.9	45.0	46.0	44.8	45.9
1692589680.0	LANKEM CEYLON PLC	LCEY.N0000	2659402	93	75.0	73.5	79.4	73.5	75.8
1692589680.0	LANKEM DEVELOPMENTS PLC	LDEV.N0000	162199	96	24.9	25.0	26.0	24.5	24.7
1692589680.0	LAUGFS GAS PLC	LGL.N0000	1143	12	37.8	33.0	37.0	33.0	36.8
1692589680.0	LAUGFS GAS PLC	LGL.X0000	2601	14	22.8	23.5	23.6	22.0	22.1
1692589680.0	LAUGFS POWER PLC	LPL.N0000	301	3	8.2	8.3	8.3	8.2	8.3
1692589680.0	LAUGFS POWER PLC	LPL.X0000	301	2	7.1	7.1	7.1	7.1	7.1
1692589680.0	LB FINANCE PLC	LFIN.N0000	101555	143	72.6	72.8	73.0	70.9	71.5
1692589680.0	LEE HEDGES PLC	SHAW.N0000	120	7	82.0	80.9	80.9	80.2	80.2
1692589680.0	LION BREWERY (CEYLON) PLC	LION.N0000	22	3	700.0	710.0	713.0	710.0	700.0
1692589680.0	LOLC FINANCE PLC	LOFC.N0000	4331624	456	5.5	5.6	5.7	5.4	5.4
1692589680.0	LOLC GENERAL INSURANCE PLC	LGIL.N0000	297569	74	6.5	6.5	6.5	6.3	6.3
1692589680.0	LOTUS HYDRO POWER PLC	HPFL.N0000	87102	85	9.6	9.5	10.4	9.5	9.7
1692589680.0	LUMINEX PLC	LUMX.N0000	44356	22	6.9	6.9	7.0	6.9	6.9
1692589680.0	MACKWOODS ENERGY PLC	MEL.N0000	1312054	131	2.1	2.0	2.3	2.0	2.2
1692589680.0	MADULSIMA  PLANTATIONS  PLC	MADU.N0000	155	3	10.6	11.1	11.1	11.1	11.1
1692589680.0	MAHAWELI COCONUT PLANTATIONS PLC	MCPL.N0000	61993	119	27.6	28.5	28.5	26.8	27.0
1692589680.0	MAHAWELI REACH HOTELS PLC	MRH.N0000	2046	16	13.5	14.4	14.4	14.0	14.0
1692589680.0	MALWATTE VALLEY PLANTATION PLC	MAL.X0000	251	4	31.3	30.8	30.8	30.2	30.2
1692589680.0	MARAWILA  RESORTS  PLC	MARA.N0000	391106	39	2.7	2.7	2.8	2.6	2.7
1692589680.0	MASKELIYA PLANTATIONS PLC	MASK.N0000	3877	18	35.0	35.5	35.5	35.0	35.0
1692589680.0	MELSTACORP PLC	MELS.N0000	2066096	102	80.0	80.5	80.2	78.0	79.5
1692589680.0	MERCANTILE SHIPPING COMPANY PLC	MSL.N0000	2	1	199.5	197.5	197.5	197.5	199.5
1692589680.0	MERCHANT BANK OF SRI LANKA & FINANCE PLC	MBSL.N0000	64158	52	5.3	5.5	5.6	5.1	5.2
1692589680.0	MILLENNIUM HOUSING DEVELOPERS PLC	MHDL.N0000	110895	19	3.3	3.3	3.4	3.2	3.2
1692589680.0	MULLER & PHIPPS (CEYLON) PLC	MULL.N0000	302000	9	1.1	1.1	1.1	1.1	1.1
1692589680.0	MYLAND DEVELOPMENTS PLC	MDL.N0000	555	10	9.2	9.7	9.7	9.2	9.7
1692589680.0	NAMUNUKULA PLANTATIONS PLC	NAMU.N0000	284	4	379.25	392.0	392.0	376.25	376.25
1692589680.0	NATION LANKA FINANCE PLC	CSF.N0000	257317	24	0.6	0.6	0.6	0.4	0.5
1692589680.0	NATIONAL DEVELOPMENT BANK PLC	NDB.N0000	192496	158	73.7	74.0	75.9	73.5	74.1
1692589680.0	NATIONS TRUST BANK PLC	NTB.N0000	203326	193	121.75	120.0	121.0	112.5	114.0
1692589680.0	ODEL PLC	ODEL.N0000	343	4	15.3	15.4	15.5	15.4	15.5
1692589680.0	ON'ALLY HOLDINGS PLC	ONAL.N0000	310	5	26.7	27.0	27.0	27.0	27.0
1692589680.0	ORIENT FINANCE PLC	BFN.N0000	1860650	299	8.5	8.5	9.7	8.3	9.2
1692589680.0	OVERSEAS REALTY (CEYLON) PLC	OSEA.N0000	9190	18	16.4	16.5	16.7	16.4	16.5
1692589680.0	PALM GARDEN HOTELS PLC	PALM.N0000	6091	26	42.0	42.0	43.3	41.7	41.8
1692589680.0	PAN ASIA BANKING CORPORATION PLC	PABC.N0000	2627806	649	22.3	22.4	22.8	21.9	22.2
