ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1675649880.0	ABANS ELECTRICALS PLC	ABAN.N0000	16	2	160.25	162.0	162.0	161.5	160.25
1675649880.0	ABANS FINANCE PLC	AFSL.N0000	5	1	21.8	22.6	22.6	22.6	21.8
1675649880.0	ACCESS ENGINEERING PLC	AEL.N0000	927280	198	12.0	12.0	12.3	12.0	12.0
1675649880.0	ACL CABLES PLC	ACL.N0000	82364	155	73.9	75.0	75.0	72.8	73.1
1675649880.0	ACL PLASTICS PLC	APLA.N0000	168	7	390.25	385.0	398.0	380.0	395.25
1675649880.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	43065	18	7.4	7.4	7.5	7.2	7.2
1675649880.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	61359	52	34.8	34.8	35.0	34.3	34.4
1675649880.0	AGSTAR PLC	AGST.N0000	1629235	46	15.4	15.5	15.6	15.2	15.3
1675649880.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	40124	27	58.3	58.0	58.1	57.0	57.4
1675649880.0	AITKEN SPENCE PLC	SPEN.N0000	794793	250	150.0	149.75	150.0	147.25	150.0
1675649880.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	17910	19	59.0	59.8	59.8	57.8	58.2
1675649880.0	ALUMEX PLC	ALUM.N0000	84783	55	6.8	6.9	7.0	6.7	6.8
1675649880.0	AMANA BANK PLC	ABL.N0000	1605296	108	3.1	3.1	3.1	2.9	3.0
1675649880.0	AMANA TAKAFUL LIFE PLC	ATLL.N0000	26	3	35.9	31.0	35.0	31.0	35.9
1675649880.0	AMBEON CAPITAL PLC	TAP.N0000	92312	60	10.8	10.9	10.9	10.5	10.6
1675649880.0	ARPICO INSURANCE PLC	AINS.N0000	20004	2	20.7	20.8	20.8	20.6	20.6
1675649880.0	ASIA ASSET FINANCE PLC	AAF.N0000	8	2	8.0	8.2	8.2	8.2	8.0
1675649880.0	ASIA CAPITAL PLC	ACAP.N0000	1595	4	4.2	4.1	4.2	4.0	4.0
1675649880.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	73301	21	4.5	4.5	4.6	4.4	4.5
1675649880.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	1271	3	38.5	38.9	38.9	38.9	38.9
1675649880.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	15405	38	25.7	25.0	26.0	25.0	25.0
