name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	3	1	178.25	170.75	170.75	170.75	178.25	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	195	22.4	22.6	22.6	22.1	22.3	0.1	0.45
ACL CABLES PLC	ACL.N0000	0	231	39.2	39.1	39.1	38.2	38.3	0.9	2.3
ACL PLASTICS PLC	APLA.N0000	0	16	258.25	258.25	258.25	255.0	255.5	2.75	1.06
ACME PRINTING & PACKAGING PLC	ACME.N0000	95	2	6.3	6.4	6.4	6.4	6.3	0.0	0.0
AGALAWATTE PLANTATIONS PLC	AGAL.N0000	0	36	24.7	25.3	26.5	25.2	25.3	0.6	2.43
AGSTAR PLC	AGST.N0000	0	62	8.0	8.1	8.1	7.6	7.7	0.3	3.75
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	29	30.8	30.1	31.9	30.0	30.2	0.6	1.95
AITKEN SPENCE PLC	SPEN.N0000	0	35	67.0	66.1	66.6	66.0	66.0	1.0	1.49
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	29	68.1	68.5	69.9	68.0	68.3	0.2	0.29
ALUMEX PLC	ALUM.N0000	0	257	13.3	13.3	13.4	12.9	13.0	0.3	2.26
AMANA BANK PLC	ABL.N0000	0	25	3.0	3.0	3.0	3.0	3.0	0.0	0.0
AMANA TAKAFUL  PLC	ATL.N0000	0	3	8.7	8.7	8.7	8.7	8.7	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	0	6	9.9	9.9	10.0	9.9	9.9	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	0	15.4	16.9	19.2	16.6	19.0	3.6	23.38
AMBEON HOLDINGS PLC	GREG.N0000	0	0	43.1	45.0	45.5	42.5	43.6	0.5	1.16
ANILANA HOTELS AND PROPERTIES PLC	ALHP.N0000	0	12	1.1	1.1	1.1	1.0	1.1	0.0	0.0
ARPICO INSURANCE PLC	AINS.N0000	300	1	23.5	23.5	23.5	23.5	23.5	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	8	7.1	7.1	7.5	7.1	7.4	0.3	4.23
ASIA CAPITAL PLC	ACAP.N0000	0	24	5.5	5.6	5.6	5.3	5.4	0.1	1.82
ASIA SIYAKA COMMODITIES PLC	ASIY.N0000	0	20	3.2	3.3	3.3	3.2	3.2	0.0	0.0
ASIAN HOTELS & PROPERTIES PLC	AHPL.N0000	57	4	39.9	37.6	37.6	37.2	39.9	0.0	0.0
ASIRI  SURGICAL HOSPITAL PLC	AMSL.N0000	200	2	15.1	15.1	15.1	15.0	15.0	0.1	0.66
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	9	29.3	29.0	29.3	29.0	29.0	0.3	1.02
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	45	213.0	209.25	215.0	209.25	211.0	2.0	0.94
B P P L HOLDINGS PLC	BPPL.N0000	0	35	19.0	19.0	19.0	18.8	19.0	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	0	80	155.0	152.5	153.5	147.75	150.0	5.0	3.23
BALANGODA PLANTATIONS PLC	BALA.N0000	0	19	15.8	15.2	15.9	15.0	15.0	0.8	5.06
BERUWALA RESORTS PLC	BERU.N0000	0	10	0.8	0.9	0.9	0.8	0.9	0.1	12.5
BIMPUTH FINANCE PLC	BLI.N0000	0	12	7.9	8.0	8.1	7.8	7.9	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	5	0.9	0.8	0.8	0.8	0.8	0.1	11.11
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	18	0.4	0.4	0.5	0.4	0.4	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	85	58.4	59.9	60.0	56.1	56.7	1.7	2.91
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	15	11.9	11.9	11.9	11.1	11.2	0.7	5.88
BROWN & COMPANY PLC	BRWN.N0000	0	101	169.25	169.25	170.0	167.5	168.5	0.75	0.44
BROWNS BEACH HOTELS PLC	BBH.N0000	0	14	9.7	10.0	10.0	9.6	9.7	0.0	0.0
BROWNS INVESTMENTS PLC	BIL.N0000	0	442	6.6	6.7	6.7	6.5	6.5	0.1	1.52
BUKIT DARAH PLC	BUKI.N0000	0	35	302.75	300.0	300.0	290.0	290.5	12.25	4.05
C M HOLDINGS PLC	COLO.N0000	46	9	99.8	101.0	101.0	96.3	99.8	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	0	11	26.5	26.5	26.5	26.0	26.1	0.4	1.51
C. W. MACKIE PLC	CWM.N0000	0	89	70.2	70.4	70.4	69.5	69.6	0.6	0.85
CARGILLS (CEYLON) PLC	CARG.N0000	168	2	243.0	243.0	243.0	243.0	243.0	0.0	0.0
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	0	11	66.7	68.0	70.0	65.6	67.4	0.7	1.05
CARSON CUMBERBATCH PLC	CARS.N0000	147	5	294.5	291.0	295.0	291.0	294.75	0.25	0.08
