name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	382	6	179.0	179.0	179.0	175.0	175.25	-3.75	-2.09
ABANS FINANCE PLC	AFSL.N0000	470	4	27.1	27.1	27.1	27.1	27.1	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	116	23.0	22.9	23.4	22.8	23.0	0.0	0.0
ACL CABLES PLC	ACL.N0000	0	160	40.1	40.0	41.7	39.5	40.3	0.2	0.5
ACL PLASTICS PLC	APLA.N0000	0	20	258.75	264.0	264.0	260.0	260.25	1.5	0.58
AGALAWATTE PLANTATIONS PLC	AGAL.N0000	0	7	24.5	24.5	24.8	24.5	24.5	0.0	0.0
AGSTAR PLC	AGST.N0000	0	20	7.2	7.4	7.4	7.1	7.1	-0.1	-1.39
AITKEN SPENCE PLC	SPEN.N0000	0	19	57.0	57.0	57.5	56.1	56.2	-0.8	-1.4
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	208	78.2	78.4	83.5	78.0	82.2	4.0	5.12
ALUMEX PLC	ALUM.N0000	0	150	13.3	13.3	13.6	13.1	13.4	0.1	0.75
AMANA BANK PLC	ABL.N0000	0	46	3.1	3.1	3.3	3.1	3.2	0.1	3.23
AMANA TAKAFUL  PLC	ATL.N0000	0	45	9.1	9.1	10.0	8.8	8.9	-0.2	-2.2
AMANA TAKAFUL LIFE PLC	ATLL.N0000	66	4	8.5	9.9	9.9	9.7	8.5	0.0	0.0
AMAYA LEISURE  PLC	CONN.N0000	0	20	19.4	19.3	19.3	18.1	18.5	-0.9	-4.64
AMBEON CAPITAL PLC	TAP.N0000	0	9	5.2	5.3	5.4	5.2	5.2	0.0	0.0
AMBEON HOLDINGS PLC	GREG.N0000	0	16	19.5	19.5	20.0	19.4	19.5	0.0	0.0
ANILANA HOTELS AND PROPERTIES PLC	ALHP.N0000	0	4	1.1	1.0	1.1	1.0	1.1	0.0	0.0
ARPICO INSURANCE PLC	AINS.N0000	0	15	21.5	22.3	22.3	21.3	21.4	-0.1	-0.47
ASIA ASSET FINANCE PLC	AAF.N0000	0	2	7.6	7.5	7.6	7.5	7.5	-0.1	-1.32
ASIA CAPITAL PLC	ACAP.N0000	0	11	5.3	5.4	5.4	5.2	5.2	-0.1	-1.89
ASIA SIYAKA COMMODITIES PLC	ASIY.N0000	0	24	2.5	2.5	2.6	2.5	2.5	0.0	0.0
ASIAN HOTELS & PROPERTIES PLC	AHPL.N0000	601	3	39.7	39.8	39.8	38.0	38.0	-1.7	-4.28
ASIRI  SURGICAL HOSPITAL PLC	AMSL.N0000	0	9	14.4	14.5	14.5	14.5	14.5	0.1	0.69
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	23	30.5	30.0	30.0	29.2	29.8	-0.7	-2.3
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	0	563.25	490.0	535.0	422.5	445.25	-118.0	-20.95
B P P L HOLDINGS PLC	BPPL.N0000	0	68	18.1	17.9	18.1	17.7	18.0	-0.1	-0.55
BAIRAHA FARMS PLC	BFL.N0000	0	339	153.5	153.5	161.0	150.25	160.0	6.5	4.23
BALANGODA PLANTATIONS PLC	BALA.N0000	0	21	13.3	13.0	13.3	12.5	13.2	-0.1	-0.75
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	613	2	7.9	7.9	7.9	7.9	7.9	0.0	0.0
BERUWALA RESORTS PLC	BERU.N0000	0	38	0.8	0.8	0.8	0.7	0.7	-0.1	-12.5
BIMPUTH FINANCE PLC	BLI.N0000	0	41	8.0	8.7	8.9	7.9	8.4	0.4	5.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	7	0.8	0.8	0.8	0.7	0.8	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	12	0.3	0.4	0.4	0.4	0.4	0.1	33.33
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	148	29.5	29.6	35.0	28.6	31.8	2.3	7.8
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	7	11.6	11.6	11.6	11.2	11.4	-0.2	-1.72
BROWN & COMPANY PLC	BRWN.N0000	0	88	176.5	176.5	181.0	172.75	177.25	0.75	0.42
BROWNS BEACH HOTELS PLC	BBH.N0000	100	1	9.5	9.5	9.5	9.5	9.5	0.0	0.0
BROWNS INVESTMENTS PLC	BIL.N0000	0	420	6.1	6.1	6.2	6.0	6.1	0.0	0.0
BUKIT DARAH PLC	BUKI.N0000	0	670	360.5	370.0	370.0	310.0	314.25	-46.25	-12.83
C T LAND DEVELOPMENT PLC	CTLD.N0000	0	7	25.1	25.9	26.0	25.9	26.0	0.9	3.59
