name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS FINANCE PLC	AFSL.N0000	0	1	20.1	20.1	20.1	20.1	20.1	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	45	9.0	8.9	9.3	8.9	9.1	0.1	1.11
ACL CABLES PLC	ACL.N0000	0	43	37.7	38.0	38.0	36.8	36.9	0.8	2.12
ACL PLASTICS PLC	APLA.N0000	5	3	290.0	304.75	304.75	291.25	290.0	0.0	0.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	192	26.3	26.1	28.7	25.7	27.8	1.5	5.7
AGSTAR PLC	AGST.N0000	0	75	6.0	6.0	6.0	5.6	5.6	0.4	6.67
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	5	31.0	31.8	31.8	30.0	31.6	0.6	1.94
AITKEN SPENCE PLC	SPEN.N0000	0	9	76.7	79.0	80.0	79.0	79.2	2.5	3.26
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	12	50.6	48.0	51.3	48.0	48.5	2.1	4.15
ALUMEX PLC	ALUM.N0000	0	34	6.0	6.0	6.1	5.9	6.0	0.0	0.0
AMANA BANK PLC	ABL.N0000	0	41	2.9	2.9	2.9	2.7	2.8	0.1	3.45
AMANA TAKAFUL PLC	ATL.N0000	125	2	8.9	8.9	8.9	8.8	8.8	0.1	1.12
AMBEON CAPITAL PLC	TAP.N0000	0	75	5.7	5.8	6.5	5.6	6.1	0.4	7.02
AMBEON HOLDINGS PLC	GREG.N0000	0	8	35.6	37.0	37.0	35.1	35.8	0.2	0.56
ASIA ASSET FINANCE PLC	AAF.N0000	0	7	5.8	5.8	6.0	5.8	5.9	0.1	1.72
ASIA CAPITAL PLC	ACAP.N0000	395	5	4.0	4.0	4.0	4.0	4.0	0.0	0.0
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	176	2.8	2.7	3.4	2.7	3.2	0.4	14.29
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	2	1	30.4	29.0	29.0	29.0	30.4	0.0	0.0
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	6	31.2	30.5	30.5	30.5	30.5	0.7	2.24
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	115	2	14.9	14.9	14.9	14.9	14.9	0.0	0.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	3	7.0	6.9	7.2	6.9	7.0	0.0	0.0
B P P L HOLDINGS PLC	BPPL.N0000	0	32	18.0	17.9	18.0	17.8	18.0	0.0	0.0
BAIRAHA FARMS PLC	BFL.N0000	0	36	123.75	123.0	127.75	123.0	126.5	2.75	2.22
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	260	40.6	41.0	46.5	40.0	45.0	4.4	10.84
BERUWALA RESORTS PLC	BERU.N0000	0	6	0.9	0.9	0.9	0.9	0.9	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	105	44.5	43.6	49.5	42.2	44.5	0.0	0.0
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	67	16.5	17.4	19.5	17.4	18.3	1.8	10.91
BROWN & COMPANY PLC	BRWN.N0000	0	124	112.75	109.0	111.0	103.0	107.5	5.25	4.66
BROWNS BEACH HOTELS PLC	BBH.N0000	1	1	8.1	8.1	8.1	8.1	8.1	0.0	0.0
BROWNS INVESTMENTS PLC	BIL.N0000	0	696	7.5	7.0	7.6	6.8	7.4	0.1	1.33
BUKIT DARAH PLC	BUKI.N0000	3	2	272.0	286.0	286.0	286.0	272.0	0.0	0.0
C I C HOLDINGS PLC	CIC.X0000	0	10	22.6	22.1	22.8	22.1	22.6	0.0	0.0
C I C HOLDINGS PLC	CIC.N0000	0	2	33.1	32.5	32.5	32.5	32.5	0.6	1.81
C T HOLDINGS PLC	CTHR.N0000	18	2	150.0	149.0	149.0	149.0	150.0	0.0	0.0
C. W. MACKIE PLC	CWM.N0000	0	20	72.0	71.7	72.0	71.0	72.0	0.0	0.0
CAPITAL ALLIANCE PLC	CALT.N0000	13	1	9.6	9.4	9.4	9.4	9.6	0.0	0.0
CARGILLS (CEYLON) PLC	CARG.N0000	0	28	158.0	158.0	158.0	150.0	153.0	5.0	3.16
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	0	4	57.7	58.0	58.0	57.0	57.0	0.7	1.21
CENTRAL INDUSTRIES PLC	CIND.N0000	0	41	54.8	52.5	55.0	51.6	54.5	0.3	0.55
CEYLINCO INSURANCE PLC	CINS.X0000	2	2	998.0	912.25	920.0	912.25	998.0	0.0	0.0
CEYLINCO INSURANCE PLC	CINS.N0000	3	3	2150.0	2000.0	2125.0	2000.0	2150.0	0.0	0.0
CEYLON BEVERAGE HOLDINGS PLC	BREW.N0000	3	2	650.0	773.0	773.0	773.0	650.0	0.0	0.0
CEYLON COLD STORES PLC	CCS.N0000	0	8	26.1	25.9	26.0	25.4	26.0	0.1	0.38
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	6	66.0	68.0	68.0	65.0	65.0	1.0	1.52
CEYLON HOSPITALS PLC	CHL.N0000	0	6	116.0	115.0	129.75	113.0	113.75	2.25	1.94
CEYLON INVESTMENT PLC	CINV.N0000	101	3	24.1	24.7	24.7	24.7	24.7	0.6	2.49
CEYLON TEA BROKERS PLC	CTBL.N0000	0	88	3.2	3.3	3.7	3.2	3.5	0.3	9.38
CEYLON TOBACCO COMPANY PLC	CTC.N0000	0	45	564.25	590.0	590.0	550.0	555.25	9.0	1.6
CHEMANEX PLC	CHMX.N0000	0	4	47.3	47.9	48.0	47.9	48.0	0.7	1.48
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	0	41	75.3	75.0	76.5	73.9	74.1	1.2	1.59
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	0	7	56.8	52.1	55.8	52.1	55.1	1.7	2.99
CITRUS LEISURE PLC	REEF.N0000	0	11	3.8	3.9	3.9	3.7	3.9	0.1	2.63
Co-operative Insurance Company PLC	COOP.N0000	0	46	2.7	2.7	2.8	2.7	2.8	0.1	3.7
COLOMBO DOCKYARD PLC	DOCK.N0000	0	3	59.3	58.4	58.9	58.4	58.9	0.4	0.67
COLOMBO LAND AND DEVELOPMENT COMPANY PLC	CLND.N0000	50	1	17.9	17.9	17.9	17.9	17.9	0.0	0.0
COMMERCIAL BANK OF CEYLON PLC	COMB.N0000	0	24	51.6	51.7	51.7	51.4	51.5	0.1	0.19
COMMERCIAL BANK OF CEYLON PLC	COMB.X0000	0	31	40.0	42.2	42.2	40.0	40.0	0.0	0.0
COMMERCIAL CREDIT AND FINANCE PLC	COCR.N0000	0	6	18.1	17.5	18.9	17.5	17.6	0.5	2.76
COMMERCIAL DEVELOPMENT COMPANY PLC	COMD.N0000	123	14	85.0	85.3	85.3	85.0	85.2	0.2	0.24
DANKOTUWA PORCELAIN PLC	DPL.N0000	0	14	9.7	9.6	10.4	9.6	10.1	0.4	4.12
DFCC BANK PLC	DFCC.N0000	0	2	38.3	38.3	38.3	38.3	38.3	0.0	0.0
DIALOG AXIATA PLC	DIAL.N0000	0	36	8.7	8.7	8.7	8.6	8.6	0.1	1.15
DIESEL & MOTOR ENGINEERING PLC	DIMO.N0000	32	2	325.75	350.0	350.0	350.0	325.75	0.0	0.0
DILMAH CEYLON TEA COMPANY PLC	CTEA.N0000	21	4	800.5	887.0	887.0	801.75	800.5	0.0	0.0
DIPPED PRODUCTS PLC	DIPD.N0000	0	73	25.4	25.2	25.9	25.0	25.2	0.2	0.79
DISTILLERIES COMPANY OF SRI LANKA PLC	DIST.N0000	0	7	13.0	13.0	13.0	13.0	13.0	0.0	0.0
DOLPHIN HOTELS PLC	STAF.N0000	0	11	27.6	27.0	29.0	27.0	29.0	1.4	5.07
