name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	0	12	143.5	147.0	150.0	147.0	149.25	5.75	4.01
ABANS FINANCE PLC	AFSL.N0000	659	11	20.8	22.2	22.2	21.0	21.0	0.2	0.96
ACCESS ENGINEERING PLC	AEL.N0000	0	42	10.7	10.6	10.9	10.5	10.5	0.2	1.87
ACL CABLES PLC	ACL.N0000	0	172	70.1	72.0	72.7	70.0	70.1	0.0	0.0
ACL PLASTICS PLC	APLA.N0000	0	27	365.0	397.0	397.0	365.0	372.25	7.25	1.99
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	41	6.9	6.6	7.2	6.6	7.0	0.1	1.45
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	91	31.9	33.0	34.8	31.5	32.7	0.8	2.51
AGSTAR PLC	AGST.N0000	0	70	15.4	15.8	15.8	15.3	15.4	0.0	0.0
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	26	50.8	51.0	51.0	49.7	50.0	0.8	1.57
AITKEN SPENCE PLC	SPEN.N0000	0	18	128.0	128.0	133.5	128.0	130.0	2.0	1.56
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	18	57.0	58.4	58.4	57.0	57.2	0.2	0.35
ALUMEX PLC	ALUM.N0000	0	36	7.2	7.2	7.2	7.1	7.2	0.0	0.0
AMANA BANK PLC	ABL.N0000	0	29	2.9	3.0	3.0	2.8	2.9	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	9	1	31.6	35.6	35.6	35.6	31.6	0.0	0.0
AMANA TAKAFUL PLC	ATL.N0000	345	2	12.2	12.5	12.5	12.4	12.4	0.2	1.64
AMBEON CAPITAL PLC	TAP.N0000	0	241	9.9	10.1	10.5	9.7	10.1	0.2	2.02
AMBEON HOLDINGS PLC	GREG.N0000	0	42	35.3	34.2	35.3	34.2	34.5	0.8	2.27
ARPICO INSURANCE PLC	AINS.N0000	800	4	22.7	21.6	22.8	21.6	22.5	0.2	0.88
ASIA ASSET FINANCE PLC	AAF.N0000	1	1	7.7	8.0	8.0	8.0	7.7	0.0	0.0
ASIA CAPITAL PLC	ACAP.N0000	0	22	4.1	4.2	4.3	3.9	3.9	0.2	4.88
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	38	4.1	4.2	4.2	4.1	4.1	0.0	0.0
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	120	4	37.4	37.5	37.5	37.0	37.0	0.4	1.07
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	54	25.7	25.7	25.7	25.3	25.4	0.3	1.17
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	14	13.0	12.5	13.6	12.5	13.2	0.2	1.54
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	22	8.1	7.9	8.2	7.9	8.0	0.1	1.23
B P P L HOLDINGS PLC	BPPL.N0000	0	2	22.9	23.5	23.5	23.0	23.0	0.1	0.44
BAIRAHA FARMS PLC	BFL.N0000	0	50	157.5	158.25	160.0	158.0	159.5	2.0	1.27
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	14	82.0	83.5	84.8	81.6	81.7	0.3	0.37
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	650	6	10.0	9.6	10.9	9.6	10.9	0.9	9.0
BERUWALA RESORTS PLC	BERU.N0000	0	9	1.2	1.3	1.3	1.2	1.2	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	38	45.8	49.1	49.1	47.0	47.2	1.4	3.06
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	3	44.9	44.1	44.1	44.0	44.0	0.9	2.0
BROWN & COMPANY PLC	BRWN.N0000	0	60	118.0	120.75	122.25	118.0	119.25	1.25	1.06
BROWNS BEACH HOTELS PLC	BBH.N0000	488	4	12.7	13.7	13.7	12.5	12.5	0.2	1.57
BROWNS INVESTMENTS PLC	BIL.N0000	0	761	7.0	7.1	7.3	6.9	7.0	0.0	0.0
C I C HOLDINGS PLC	CIC.N0000	0	21	85.0	84.8	85.0	83.2	83.4	1.6	1.88
C I C HOLDINGS PLC	CIC.X0000	0	14	55.6	57.9	58.0	55.1	55.2	0.4	0.72
C. W. MACKIE PLC	CWM.N0000	110	4	81.9	81.8	81.9	81.6	81.9	0.0	0.0
CAPITAL ALLIANCE PLC	CALT.N0000	0	328	19.9	20.5	22.2	20.5	21.6	1.7	8.54
CARGILLS (CEYLON) PLC	CARG.N0000	0	10	234.75	235.0	235.0	230.25	235.0	0.25	0.11
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	100	3	45.4	45.3	45.3	45.2	45.2	0.2	0.44
CARSON CUMBERBATCH PLC	CARS.N0000	0	4	269.75	270.0	270.0	270.0	270.0	0.25	0.09
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	17	1	62.5	63.0	63.0	63.0	62.5	0.0	0.0
CENTRAL INDUSTRIES PLC	CIND.N0000	0	19	58.0	59.8	59.8	58.0	59.3	1.3	2.24
CEYLINCO INSURANCE PLC	CINS.N0000	20	1	2249.5	2000.0	2000.0	2000.0	2249.5	0.0	0.0
CEYLINCO INSURANCE PLC	CINS.X0000	55	1	1026.75	1049.75	1049.75	1049.75	1026.75	0.0	0.0
CEYLON COLD STORES PLC	CCS.N0000	0	12	36.9	37.0	37.0	35.7	35.7	1.2	3.25
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	27	80.5	81.0	81.1	79.5	80.6	0.1	0.12
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	100	1	62.8	63.0	63.0	63.0	63.0	0.2	0.32
CEYLON HOSPITALS PLC	CHL.X0000	100	1	110.0	110.0	110.0	110.0	110.0	0.0	0.0
CEYLON HOSPITALS PLC	CHL.N0000	9	2	145.0	143.25	143.5	143.25	145.0	0.0	0.0
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	0	19	17.0	17.5	17.5	17.0	17.1	0.1	0.59
CEYLON INVESTMENT PLC	CINV.N0000	210	2	31.2	32.0	32.0	32.0	32.0	0.8	2.56
CEYLON TEA BROKERS PLC	CTBL.N0000	0	30	4.2	4.2	4.4	4.2	4.3	0.1	2.38
CEYLON TOBACCO COMPANY PLC	CTC.N0000	0	8	625.0	610.5	622.75	610.5	612.25	12.75	2.04
CHEMANEX PLC	CHMX.N0000	0	4	72.0	87.0	94.9	87.0	91.1	19.1	26.53
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	0	99	96.5	97.0	98.0	94.3	95.1	1.4	1.45
CHRISSWORLD PLC	CWL.N0000	0	13	10.4	10.9	11.0	10.3	10.5	0.1	0.96
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	0	11	53.4	53.6	55.0	53.3	54.8	1.4	2.62
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.N0000	605	3	190.0	191.0	204.0	191.0	204.0	14.0	7.37
CITRUS LEISURE PLC	REEF.N0000	0	31	6.0	6.3	6.4	6.1	6.1	0.1	1.67
Co-operative Insurance Company PLC	COOP.N0000	0	832	4.0	4.0	4.5	4.0	4.2	0.2	5.0
COLOMBO CITY HOLDINGS PLC	PHAR.N0000	2	1	810.0	770.0	770.0	770.0	810.0	0.0	0.0
COLOMBO DOCKYARD PLC	DOCK.N0000	24	4	59.0	58.9	59.0	58.9	59.0	0.0	0.0
COLOMBO LAND AND DEVELOPMENT COMPANY PLC	CLND.N0000	0	16	15.7	15.9	16.2	15.2	15.3	0.4	2.55
COMMERCIAL BANK OF CEYLON PLC	COMB.N0000	0	68	50.2	50.5	50.8	50.0	50.1	0.1	0.2
COMMERCIAL BANK OF CEYLON PLC	COMB.X0000	0	12	41.3	42.4	42.4	41.0	41.2	0.1	0.24
COMMERCIAL CREDIT AND FINANCE PLC	COCR.N0000	0	13	22.5	23.0	23.5	23.0	23.1	0.6	2.67
COMMERCIAL DEVELOPMENT COMPANY PLC	COMD.N0000	10	1	95.5	99.7	99.7	99.7	95.5	0.0	0.0
DANKOTUWA PORCELAIN PLC	DPL.N0000	0	30	24.0	24.5	25.0	24.5	24.7	0.7	2.92
DFCC BANK PLC	DFCC.N0000	0	8	32.0	32.7	32.9	32.0	32.5	0.5	1.56
DIALOG AXIATA PLC	DIAL.N0000	0	62	8.5	8.5	8.5	8.4	8.5	0.0	0.0
DIESEL & MOTOR ENGINEERING PLC	DIMO.N0000	3	2	599.0	595.0	595.0	590.0	599.0	0.0	0.0
DILMAH CEYLON TEA COMPANY PLC	CTEA.N0000	35	4	1122.25	1122.0	1130.0	1122.0	1122.25	0.0	0.0
DIPPED PRODUCTS PLC	DIPD.N0000	0	157	29.1	29.7	29.7	29.2	29.4	0.3	1.03
DISTILLERIES COMPANY OF SRI LANKA PLC	DIST.N0000	0	36	13.2	13.5	13.5	13.0	13.0	0.2	1.52
DOLPHIN HOTELS PLC	STAF.N0000	0	29	31.7	30.6	30.6	29.5	29.6	2.1	6.62
E - CHANNELLING PLC	ECL.N0000	0	31	13.0	13.2	13.3	12.7	13.0	0.0	0.0
E B CREASY & COMPANY PLC	EBCR.N0000	0	7	20.6	20.6	20.6	20.5	20.6	0.0	0.0
E M L CONSULTANTS PLC	EML.N0000	0	61	3.9	4.1	4.4	4.0	4.1	0.2	5.13
EAST WEST PROPERTIES PLC	EAST.N0000	0	8	8.0	8.0	8.0	8.0	8.0	0.0	0.0
EASTERN MERCHANTS PLC	EMER.N0000	0	120	12.9	13.0	13.0	12.3	12.5	0.4	3.1
EDEN HOTEL LANKA PLC	EDEN.N0000	0	22	17.6	17.7	17.8	17.2	17.3	0.3	1.7
ELPITIYA PLANTATIONS PLC	ELPL.N0000	0	45	86.0	85.5	90.0	83.2	89.7	3.7	4.3
Ex-pack Corrugated Cartons PLC	PACK.N0000	0	86	13.1	13.2	13.5	13.1	13.3	0.2	1.53
EXPOLANKA HOLDINGS PLC	EXPO.N0000	0	322	182.25	183.5	186.0	183.25	184.75	2.5	1.37
EXTERMINATORS PLC	EXT.N0000	0	9	8.2	8.2	8.5	7.6	8.3	0.1	1.22
FIRST CAPITAL HOLDINGS PLC	CFVF.N0000	0	726	27.9	29.9	32.5	29.0	31.5	3.6	12.9
First Capital Treasuries PLC	FCT.N0000	0	477	22.9	24.4	25.9	23.7	25.2	2.3	10.04
GALADARI HOTELS (LANKA) PLC	GHLL.N0000	0	28	12.5	13.3	13.3	12.5	12.5	0.0	0.0
GALLE FACE CAPITAL PARTNERS PLC	WAPO.N0000	61	8	16.1	17.0	17.0	16.2	16.1	0.0	0.0
GESTETNER OF CEYLON PLC	GEST.N0000	200	2	70.0	65.0	65.0	64.5	64.5	5.5	7.86
HAPUGASTENNE PLANTATIONS PLC	HAPU.N0000	104	4	50.7	55.0	55.0	50.8	50.8	0.1	0.2
HATTON NATIONAL BANK PLC	HNB.X0000	0	14	70.0	70.0	70.5	67.5	68.9	1.1	1.57
HATTON NATIONAL BANK PLC	HNB.N0000	0	15	78.9	80.7	80.7	79.7	80.1	1.2	1.52
HATTON PLANTATIONS PLC	HPL.N0000	0	9	24.2	25.4	25.7	25.4	25.6	1.4	5.79
HAYCARB PLC	HAYC.N0000	0	25	57.6	58.0	59.5	57.6	58.1	0.5	0.87
HAYLEYS FABRIC PLC	MGT.N0000	0	113	22.6	23.0	23.8	22.9	23.0	0.4	1.77
HAYLEYS FIBRE PLC	HEXP.N0000	0	17	56.8	58.6	58.6	57.0	57.1	0.3	0.53
HAYLEYS LEISURE PLC	CONN.N0000	0	10	21.1	20.0	22.5	20.0	22.5	1.4	6.64
HAYLEYS PLC	HAYL.N0000	0	214	68.0	68.9	68.9	67.4	67.8	0.2	0.29
HELA APPAREL HOLDINGS PLC	HELA.N0000	0	50	8.5	8.5	8.9	8.5	8.8	0.3	3.53
HEMAS HOLDINGS PLC	HHL.N0000	0	19	56.4	56.2	57.5	56.2	56.7	0.3	0.53
HIKKADUWA BEACH RESORT PLC	CITH.N0000	0	12	5.0	5.3	5.3	4.9	5.0	0.0	0.0
HNB ASSURANCE PLC	HASU.N0000	0	22	42.9	43.5	44.0	42.5	43.0	0.1	0.23
HNB FINANCE PLC	HNBF.N0000	0	25	4.3	4.5	4.5	4.3	4.3	0.0	0.0
HORANA PLANTATIONS PLC	HOPL.N0000	0	25	61.9	63.0	64.0	61.0	61.1	0.8	1.29
HOTEL SIGIRIYA PLC	HSIG.N0000	0	16	30.9	32.4	32.4	30.5	30.7	0.2	0.65
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL	HDFC.N0000	0	8	27.8	27.8	27.8	25.5	25.6	2.2	7.91
hSenid Business Solutions PLC	HBS.N0000	0	28	17.0	17.0	17.0	16.6	16.9	0.1	0.59
HVA FOODS PLC	HVA.N0000	0	90	3.7	3.9	4.5	3.9	4.4	0.7	18.92
