name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ACCESS ENGINEERING PLC	AEL.N0000	0	71	10.5	10.7	11.2	10.7	10.8	0.3	2.86
ACL CABLES PLC	ACL.N0000	0	266	70.1	70.1	72.0	69.5	69.8	0.3	0.43
ACL PLASTICS PLC	APLA.N0000	0	44	372.25	372.0	372.0	369.5	369.75	2.5	0.67
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	9	7.0	6.7	7.0	6.7	6.9	0.1	1.43
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	72	32.9	32.5	34.5	32.5	33.9	1.0	3.04
AGSTAR PLC	AGST.N0000	0	229	15.4	15.5	16.8	15.4	16.3	0.9	5.84
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	70	50.0	49.6	50.0	48.9	49.0	1.0	2.0
AITKEN SPENCE PLC	SPEN.N0000	0	25	130.0	128.0	134.75	127.0	128.0	2.0	1.54
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	24	57.2	58.2	58.5	57.0	57.8	0.6	1.05
ALUMEX PLC	ALUM.N0000	0	38	7.2	7.4	7.5	7.1	7.2	0.0	0.0
AMANA BANK PLC	ABL.N0000	0	33	2.9	3.0	3.0	2.8	3.0	0.1	3.45
AMANA TAKAFUL LIFE PLC	ATLL.N0000	190	2	31.6	32.0	32.0	32.0	32.0	0.4	1.27
AMANA TAKAFUL PLC	ATL.N0000	366	11	12.4	12.3	12.5	12.3	12.4	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	793	10.1	10.5	12.8	10.5	12.6	2.5	24.75
AMBEON HOLDINGS PLC	GREG.N0000	0	151	34.5	36.5	40.5	36.5	38.6	4.1	11.88
ARPICO INSURANCE PLC	AINS.N0000	0	14	22.5	22.4	22.8	21.0	21.0	1.5	6.67
