name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	0	26	152.0	152.75	157.0	152.5	152.75	0.75	0.49
ACCESS ENGINEERING PLC	AEL.N0000	0	82	23.5	23.7	23.7	23.1	23.3	0.2	0.85
ACL CABLES PLC	ACL.N0000	0	248	46.5	46.6	46.8	45.0	45.1	1.4	3.01
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	12	11.9	11.9	12.1	11.9	12.0	0.1	0.84
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	18	27.0	27.6	29.0	27.0	28.0	1.0	3.7
AGSTAR PLC	AGST.N0000	0	0	12.0	12.5	13.2	10.9	11.1	0.9	7.5
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	47	41.1	42.0	42.0	40.7	41.5	0.4	0.97
AITKEN SPENCE PLC	SPEN.N0000	0	42	89.5	89.9	89.9	87.1	87.3	2.2	2.46
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	28	71.0	70.0	71.4	69.5	69.9	1.1	1.55
ALUMEX PLC	ALUM.N0000	0	54	12.2	12.2	12.2	12.0	12.1	0.1	0.82
AMANA BANK PLC	ABL.N0000	0	122	3.9	3.9	4.0	3.8	3.8	0.1	2.56
AMANA TAKAFUL LIFE PLC	ATLL.N0000	15	2	15.1	14.9	15.0	14.9	15.1	0.0	0.0
AMANA TAKAFUL PLC	ATL.N0000	0	101	10.6	10.5	12.5	10.5	12.3	1.7	16.04
AMAYA LEISURE PLC	CONN.N0000	0	31	25.0	25.9	25.9	24.1	24.2	0.8	3.2
AMBEON CAPITAL PLC	TAP.N0000	0	76	14.7	14.6	15.3	14.5	14.8	0.1	0.68
AMBEON HOLDINGS PLC	GREG.N0000	0	32	45.4	44.0	45.5	44.0	44.5	0.9	1.98
ANILANA HOTELS AND PROPERTIES PLC	ALHP.N0000	0	62	1.5	1.6	1.6	1.5	1.6	0.1	6.67
ARPICO INSURANCE PLC	AINS.N0000	880	3	22.5	22.5	22.9	22.5	22.5	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	6	8.1	8.1	8.1	8.0	8.0	0.1	1.23
ASIA CAPITAL PLC	ACAP.N0000	0	27	7.7	7.8	7.8	7.4	7.4	0.3	3.9
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	533	3	3.2	3.3	3.3	3.1	3.3	0.1	3.13
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	0	13	46.5	45.5	46.5	45.0	46.2	0.3	0.65
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	9	31.9	31.9	32.0	31.6	31.6	0.3	0.94
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	8	15.1	15.1	15.2	15.1	15.1	0.0	0.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	286	16.2	16.5	16.5	15.5	15.8	0.4	2.47
B P P L HOLDINGS PLC	BPPL.N0000	0	84	24.5	24.5	24.6	23.5	23.5	1.0	4.08
BAIRAHA FARMS PLC	BFL.N0000	0	104	165.75	166.75	168.0	164.0	165.0	0.75	0.45
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	32	21.3	21.7	21.7	21.4	21.5	0.2	0.94
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	0	6	11.1	10.9	11.0	10.8	11.0	0.1	0.9
BERUWALA RESORTS PLC	BERU.N0000	0	122	1.5	1.6	1.6	1.4	1.5	0.0	0.0
BIMPUTH FINANCE PLC	BLI.N0000	0	14	8.4	8.0	8.5	8.0	8.5	0.1	1.19
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	9	0.8	0.8	0.8	0.7	0.7	0.1	12.5
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	8	0.4	0.3	0.4	0.3	0.4	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	940	64.0	64.4	74.8	64.4	71.5	7.5	11.72
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	100	2	11.9	12.0	12.3	12.0	12.3	0.4	3.36
BROWN & COMPANY PLC	BRWN.N0000	0	37	212.75	214.0	218.0	211.0	212.25	0.5	0.24
BROWNS BEACH HOTELS PLC	BBH.N0000	0	27	13.1	13.7	13.7	13.0	13.0	0.1	0.76
BROWNS INVESTMENTS PLC	BIL.N0000	0	830	10.7	10.7	10.8	10.5	10.6	0.1	0.93
BUKIT DARAH PLC	BUKI.N0000	302	3	310.0	302.25	310.0	302.25	310.0	0.0	0.0
C I C HOLDINGS PLC	CIC.N0000	0	213	50.1	50.9	51.4	49.0	49.2	0.9	1.8
C I C HOLDINGS PLC	CIC.X0000	0	301	41.9	42.3	42.6	40.5	40.7	1.2	2.86
C M HOLDINGS PLC	COLO.N0000	0	44	90.0	90.0	94.6	90.0	92.2	2.2	2.44
C T LAND DEVELOPMENT PLC	CTLD.N0000	90	3	29.5	29.9	29.9	29.9	29.5	0.0	0.0
C. W. MACKIE PLC	CWM.N0000	0	66	58.7	58.5	59.9	57.8	59.1	0.4	0.68
CARGILLS (CEYLON) PLC	CARG.N0000	0	10	235.0	235.0	235.0	234.0	235.0	0.0	0.0
CARGO BOAT DEVELOPMENT COMPANY PLC	CABO.N0000	0	18	64.1	64.2	65.6	64.0	64.0	0.1	0.16
