ut	name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded
1678673880.0	ABANS ELECTRICALS PLC	ABAN.N0000	2321	25	158.75	158.0	167.0	150.0	156.0
1678673880.0	ABANS FINANCE PLC	AFSL.N0000	101	3	24.0	24.7	24.8	24.5	24.8
1678673880.0	ACCESS ENGINEERING PLC	AEL.N0000	260126	78	13.5	13.6	13.9	13.4	13.6
1678673880.0	ACL CABLES PLC	ACL.N0000	351039	340	82.5	82.4	83.7	80.9	82.9
1678673880.0	ACL PLASTICS PLC	APLA.N0000	890	22	404.5	401.0	419.5	395.0	399.5
1678673880.0	ACME PRINTING & PACKAGING PLC	ACME.N0000	40107	32	6.8	6.5	6.9	6.4	6.5
1678673880.0	AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	90484	88	31.7	32.1	32.1	30.5	30.5
1678673880.0	AGSTAR PLC	AGST.N0000	333778	68	13.0	13.4	13.4	12.9	13.0
1678673880.0	AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	17201	22	59.5	59.1	61.0	59.0	60.7
1678673880.0	AITKEN SPENCE PLC	SPEN.N0000	875	12	138.5	138.5	139.0	138.0	138.25
1678673880.0	ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	11898	38	67.4	66.9	68.7	65.0	65.0
1678673880.0	ALUMEX PLC	ALUM.N0000	598711	132	8.7	8.6	8.6	8.2	8.3
1678673880.0	AMANA BANK PLC	ABL.N0000	394502	57	2.8	2.9	2.9	2.7	2.7
1678673880.0	AMANA TAKAFUL PLC	ATL.N0000	9000200	2	12.0	12.0	12.2	12.2	12.0
1678673880.0	AMBEON CAPITAL PLC	TAP.N0000	71577	51	10.3	9.9	10.3	9.9	10.0
1678673880.0	AMBEON HOLDINGS PLC	GREG.N0000	352	7	34.9	33.5	34.8	33.5	33.9
1678673880.0	ASIA CAPITAL PLC	ACAP.N0000	1399	2	4.2	4.0	4.0	4.0	4.0
1678673880.0	ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	717642	45	4.2	4.2	4.3	4.2	4.3
1678673880.0	ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	16600	24	40.0	40.9	40.9	40.7	40.9
1678673880.0	ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	999	12	26.4	26.4	26.4	26.0	26.0
1678673880.0	ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	9024	16	12.4	12.6	12.9	12.3	12.3
