name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS FINANCE PLC	AFSL.N0000	5	1	19.3	20.0	20.0	20.0	19.3	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	52	9.3	9.3	9.7	9.3	9.4	0.1	1.08
ACL CABLES PLC	ACL.N0000	0	500	63.5	63.9	68.9	63.9	68.3	4.8	7.56
ACL PLASTICS PLC	APLA.N0000	0	20	393.5	410.0	420.0	400.0	419.75	26.25	6.67
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	13	5.0	5.0	5.1	5.0	5.1	0.1	2.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	84	28.7	31.0	31.6	28.7	31.2	2.5	8.71
AGSTAR PLC	AGST.N0000	0	262	15.3	15.5	16.3	15.5	16.2	0.9	5.88
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	56	52.1	53.2	55.0	52.0	52.0	0.1	0.19
AITKEN SPENCE PLC	SPEN.N0000	0	12	130.0	130.0	131.0	130.0	131.0	1.0	0.77
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	30	53.8	53.0	58.0	53.0	56.8	3.0	5.58
ALUMEX PLC	ALUM.N0000	0	41	6.3	6.7	6.7	6.6	6.6	0.3	4.76
AMANA BANK PLC	ABL.N0000	0	51	2.8	2.8	2.9	2.7	2.8	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	19	2	33.8	31.0	35.3	31.0	33.8	0.0	0.0
AMANA TAKAFUL PLC	ATL.N0000	250	4	11.0	11.1	11.1	11.0	11.0	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	82	6.9	7.1	7.5	7.0	7.3	0.4	5.8
AMBEON HOLDINGS PLC	GREG.N0000	0	14	39.7	38.9	39.0	36.9	38.9	0.8	2.02
ASIA ASSET FINANCE PLC	AAF.N0000	0	4	6.7	6.6	7.1	6.6	7.0	0.3	4.48
ASIA CAPITAL PLC	ACAP.N0000	0	10	4.1	4.0	4.1	3.8	3.9	0.2	4.88
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	37	4.0	3.9	4.2	3.9	4.1	0.1	2.5
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	200	1	34.2	35.9	35.9	35.9	35.9	1.7	4.97
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	219	6	26.5	26.5	27.3	26.3	27.3	0.8	3.02
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	750	4	12.6	12.2	12.6	12.2	12.6	0.0	0.0
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	12	7.8	7.2	7.5	7.2	7.4	0.4	5.13
B P P L HOLDINGS PLC	BPPL.N0000	0	7	22.2	22.2	23.9	22.2	22.5	0.3	1.35
BAIRAHA FARMS PLC	BFL.N0000	0	81	155.75	157.75	162.75	157.75	162.75	7.0	4.49
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	170	78.1	79.0	83.5	76.5	80.0	1.9	2.43
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	5	1	9.6	10.0	10.0	10.0	9.6	0.0	0.0
BERUWALA RESORTS PLC	BERU.N0000	0	40	1.1	1.2	1.3	1.1	1.2	0.1	9.09
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	23	45.0	49.0	49.0	47.0	47.0	2.0	4.44
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	15	40.0	42.9	42.9	40.0	42.8	2.8	7.0
BROWN & COMPANY PLC	BRWN.N0000	0	92	100.0	105.0	105.0	102.25	103.0	3.0	3.0
BROWNS BEACH HOTELS PLC	BBH.N0000	0	10	13.0	13.0	13.0	12.5	12.9	0.1	0.77
BROWNS INVESTMENTS PLC	BIL.N0000	0	604	4.8	4.9	5.1	4.8	5.0	0.2	4.17
BUKIT DARAH PLC	BUKI.N0000	314	8	290.0	298.0	299.75	285.0	285.5	4.5	1.55
C I C HOLDINGS PLC	CIC.X0000	0	129	51.0	51.5	55.0	51.5	54.5	3.5	6.86
C I C HOLDINGS PLC	CIC.N0000	0	70	80.4	80.4	83.0	80.0	82.9	2.5	3.11
C M HOLDINGS PLC	COLO.N0000	0	14	71.2	71.8	73.0	71.8	73.0	1.8	2.53
C T LAND DEVELOPMENT PLC	CTLD.N0000	711	9	24.0	22.1	24.5	22.1	24.4	0.4	1.67
C. W. MACKIE PLC	CWM.N0000	0	21	77.2	77.2	79.5	77.2	79.0	1.8	2.33
CAPITAL ALLIANCE PLC	CALT.N0000	0	83	16.0	15.6	17.0	15.6	17.0	1.0	6.25
CARGILLS (CEYLON) PLC	CARG.N0000	34	2	210.0	209.5	209.5	209.5	210.0	0.0	0.0
CARSON CUMBERBATCH PLC	CARS.N0000	595	14	240.0	269.0	278.0	260.0	275.25	35.25	14.69
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	0	20	60.7	60.8	61.0	60.1	60.1	0.6	0.99
CENTRAL INDUSTRIES PLC	CIND.N0000	0	58	55.1	57.4	60.7	57.4	59.0	3.9	7.08
CEYLINCO INSURANCE PLC	CINS.X0000	0	6	1000.0	950.25	950.25	950.0	950.0	50.0	5.0
CEYLINCO INSURANCE PLC	CINS.N0000	0	34	1954.0	2050.0	2100.0	2050.0	2100.0	146.0	7.47
CEYLON BEVERAGE HOLDINGS PLC	BREW.N0000	100	1	910.0	875.0	875.0	875.0	875.0	35.0	3.85
CEYLON COLD STORES PLC	CCS.N0000	0	16	33.0	33.0	33.1	33.0	33.0	0.0	0.0
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	26	71.8	74.9	79.8	74.9	78.0	6.2	8.64
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	701	5	64.7	64.0	64.0	63.8	63.8	0.9	1.39
CEYLON HOSPITALS PLC	CHL.N0000	26	4	140.25	158.0	158.0	156.0	140.25	0.0	0.0
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	0	59	19.5	19.3	20.0	19.0	19.7	0.2	1.03
CEYLON INVESTMENT PLC	CINV.N0000	0	5	29.1	29.5	29.6	29.4	29.5	0.4	1.37
CEYLON PRINTERS PLC	CPRT.N0000	4	1	67.8	67.5	67.5	67.5	67.8	0.0	0.0
CEYLON TEA BROKERS PLC	CTBL.N0000	0	27	3.9	4.0	4.1	3.9	3.9	0.0	0.0
CEYLON TOBACCO COMPANY PLC	CTC.N0000	0	57	588.0	595.0	595.0	575.0	580.0	8.0	1.36
CHEMANEX PLC	CHMX.N0000	845	2	60.7	62.5	63.0	62.5	62.8	2.1	3.46
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	0	80	88.1	88.1	92.0	88.1	90.5	2.4	2.72
CHRISSWORLD PLC	CWL.N0000	0	5	10.3	11.9	11.9	11.8	11.9	1.6	15.53
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.N0000	0	8	200.0	201.0	205.0	201.0	204.75	4.75	2.38
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	0	6	54.1	55.9	55.9	54.0	54.8	0.7	1.29
CITRUS LEISURE PLC	REEF.N0000	0	16	5.7	5.7	6.3	5.6	6.0	0.3	5.26
Co-operative Insurance Company PLC	COOP.N0000	0	109	2.9	3.0	3.2	2.9	3.1	0.2	6.9
COLOMBO DOCKYARD PLC	DOCK.N0000	0	3	57.9	57.9	57.9	57.9	57.9	0.0	0.0
COLOMBO FORT INVESTMENTS PLC	CFI.N0000	5	2	59.9	56.5	56.5	56.5	59.9	0.0	0.0
COLOMBO LAND AND DEVELOPMENT COMPANY PLC	CLND.N0000	0	51	16.8	17.5	17.5	16.1	16.7	0.1	0.6
COMMERCIAL BANK OF CEYLON PLC	COMB.X0000	0	15	40.1	40.2	40.3	40.0	40.1	0.0	0.0
COMMERCIAL BANK OF CEYLON PLC	COMB.N0000	0	42	50.0	50.0	50.4	50.0	50.0	0.0	0.0
COMMERCIAL CREDIT AND FINANCE PLC	COCR.N0000	0	22	21.3	22.0	24.9	21.7	22.6	1.3	6.1
COMMERCIAL DEVELOPMENT COMPANY PLC	COMD.N0000	0	11	89.9	89.1	89.1	88.2	88.7	1.2	1.33
CONVENIENCE FOODS LANKA PLC	SOY.N0000	147	4	1290.0	1250.0	1250.0	1250.0	1250.0	40.0	3.1
DANKOTUWA PORCELAIN PLC	DPL.N0000	0	105	22.1	23.0	24.7	23.0	24.4	2.3	10.41
DFCC BANK PLC	DFCC.N0000	0	23	31.8	32.4	32.4	31.4	31.8	0.0	0.0
DIALOG AXIATA PLC	DIAL.N0000	0	95	8.3	8.3	8.6	8.2	8.5	0.2	2.41
DIALOG FINANCE PLC	CALF.N0000	640	2	60.0	58.1	58.1	58.0	58.0	2.0	3.33
DIESEL & MOTOR ENGINEERING PLC	DIMO.N0000	28	4	580.0	590.0	597.5	590.0	580.0	0.0	0.0
DILMAH CEYLON TEA COMPANY PLC	CTEA.N0000	2	2	1052.5	1055.25	1158.75	1055.25	1052.5	0.0	0.0
DIPPED PRODUCTS PLC	DIPD.N0000	0	163	25.3	26.5	27.0	25.8	26.9	1.6	6.32
DISTILLERIES COMPANY OF SRI LANKA PLC	DIST.N0000	0	23	12.9	12.9	13.4	12.9	13.1	0.2	1.55
DOLPHIN HOTELS PLC	STAF.N0000	540	2	28.6	28.9	28.9	28.9	28.9	0.3	1.05
E - CHANNELLING PLC	ECL.N0000	0	82	10.3	10.4	11.0	10.2	10.9	0.6	5.83
E B CREASY & COMPANY PLC	EBCR.N0000	0	7	19.3	20.7	21.0	20.7	20.9	1.6	8.29
E M L CONSULTANTS PLC	EML.N0000	0	33	3.3	3.3	3.8	3.2	3.6	0.3	9.09
EAST WEST PROPERTIES PLC	EAST.N0000	288	3	6.0	6.0	6.1	6.0	6.1	0.1	1.67
EASTERN MERCHANTS PLC	EMER.N0000	0	74	9.1	9.2	9.7	9.0	9.3	0.2	2.2
EDEN HOTEL LANKA PLC	EDEN.N0000	0	41	16.0	16.8	16.8	16.0	16.3	0.3	1.88
ELPITIYA PLANTATIONS PLC	ELPL.N0000	0	35	80.3	80.0	84.9	77.0	82.3	2.0	2.49
EQUITY TWO PLC	ETWO.N0000	100	1	38.5	41.9	41.9	41.9	41.9	3.4	8.83
Ex-pack Corrugated Cartons PLC	PACK.N0000	0	119	13.2	13.2	13.7	12.8	13.4	0.2	1.52
EXPOLANKA HOLDINGS PLC	EXPO.N0000	0	0	124.5	124.75	140.25	124.75	138.75	14.25	11.45
EXTERMINATORS PLC	EXT.N0000	0	10	6.3	6.8	7.4	6.8	7.0	0.7	11.11
FIRST CAPITAL HOLDINGS PLC	CFVF.N0000	0	390	16.7	16.7	18.8	16.7	18.5	1.8	10.78
First Capital Treasuries PLC	FCT.N0000	0	327	18.4	18.4	20.3	18.4	19.8	1.4	7.61
GALADARI HOTELS (LANKA) PLC	GHLL.N0000	0	23	13.0	13.8	13.8	13.3	13.6	0.6	4.62
GALLE FACE CAPITAL PARTNERS PLC	WAPO.N0000	0	10	16.1	16.5	17.1	16.5	16.6	0.5	3.11
GESTETNER OF CEYLON PLC	GEST.N0000	105	1	65.9	68.0	68.0	68.0	68.0	2.1	3.19
GOOD HOPE PLC	GOOD.N0000	4	2	1246.25	1383.75	1383.75	1350.0	1246.25	0.0	0.0
HAPUGASTENNE PLANTATIONS PLC	HAPU.N0000	0	32	49.2	45.0	57.4	45.0	56.1	6.9	14.02
HATTON NATIONAL BANK PLC	HNB.X0000	0	47	67.4	67.4	69.8	65.0	68.3	0.9	1.34
HATTON NATIONAL BANK PLC	HNB.N0000	0	41	72.1	72.1	74.3	72.0	72.7	0.6	0.83
HATTON PLANTATIONS PLC	HPL.N0000	0	60	24.1	24.0	28.0	23.9	27.0	2.9	12.03
HAYCARB PLC	HAYC.N0000	0	52	51.3	51.0	55.0	51.0	54.3	3.0	5.85
HAYLEYS FABRIC PLC	MGT.N0000	0	125	24.0	24.3	26.0	24.3	25.8	1.8	7.5
HAYLEYS FIBRE PLC	HEXP.N0000	0	55	52.8	53.4	53.4	50.1	52.3	0.5	0.95
HAYLEYS LEISURE PLC	CONN.N0000	0	12	18.0	18.9	21.9	18.9	20.0	2.0	11.11
HAYLEYS PLC	HAYL.N0000	0	349	64.0	65.0	68.0	64.9	67.3	3.3	5.16
HELA APPAREL HOLDINGS PLC	HELA.N0000	0	32	9.0	9.0	9.2	8.9	9.2	0.2	2.22
HEMAS HOLDINGS PLC	HHL.N0000	0	97	51.6	52.0	55.3	52.0	55.0	3.4	6.59
HIKKADUWA BEACH RESORT PLC	CITH.N0000	603	5	5.2	5.3	5.3	4.9	5.0	0.2	3.85
HNB ASSURANCE PLC	HASU.N0000	0	12	38.2	38.0	38.0	36.4	37.1	1.1	2.88
HNB FINANCE PLC	HNBF.N0000	0	42	4.2	4.3	4.3	4.0	4.2	0.0	0.0
HNB FINANCE PLC	HNBF.X0000	0	9	5.0	4.8	5.5	4.0	4.2	0.8	16.0
HORANA PLANTATIONS PLC	HOPL.N0000	0	82	49.9	50.0	57.7	50.0	55.0	5.1	10.22
HOTEL SIGIRIYA PLC	HSIG.N0000	0	6	30.3	32.9	32.9	31.0	31.3	1.0	3.3
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL	HDFC.N0000	100	2	25.0	25.0	25.0	25.0	25.0	0.0	0.0
hSenid Business Solutions PLC	HBS.N0000	0	85	16.7	16.4	17.2	16.0	16.6	0.1	0.6
HUNAS HOLDINGS PLC	HUNA.N0000	0	21	29.4	29.8	30.8	29.8	30.0	0.6	2.04
HUNTER & COMPANY PLC	HUNT.N0000	5	2	553.25	624.75	624.75	624.75	553.25	0.0	0.0
HVA FOODS PLC	HVA.N0000	0	12	3.6	3.8	3.8	3.6	3.6	0.0	0.0
INDO-MALAY PLC	INDO.N0000	15	7	1326.5	1271.0	1272.5	1271.0	1326.5	0.0	0.0
INDUSTRIAL ASPHALTS (CEYLON) PLC	ASPH.N0000	0	37	0.3	0.3	0.4	0.3	0.3	0.0	0.0
JANASHAKTHI INSURANCE PLC	JINS.N0000	600	2	21.0	21.0	21.4	21.0	21.1	0.1	0.48
JAT HOLDINGS PLC	JAT.N0000	0	32	10.8	11.2	11.9	10.8	11.1	0.3	2.78
JETWING SYMPHONY PLC	JETS.N0000	1	1	13.1	12.3	12.3	12.3	13.1	0.0	0.0
JOHN KEELLS HOLDINGS PLC	JKH.N0000	0	77	137.75	137.5	140.0	137.5	139.0	1.25	0.91
JOHN KEELLS HOTELS PLC	KHL.N0000	0	10	15.3	15.2	15.4	15.2	15.4	0.1	0.65
JOHN KEELLS PLC	JKL.N0000	2	1	62.0	62.0	62.0	62.0	62.0	0.0	0.0
KAHAWATTE  PLANTATIONS  PLC	KAHA.N0000	0	67	23.3	24.1	24.9	24.0	24.7	1.4	6.01
KAPRUKA HOLDINGS PLC	KPHL.N0000	0	6	8.5	8.6	8.6	8.5	8.5	0.0	0.0
KEELLS FOOD PRODUCTS PLC	KFP.N0000	1	1	162.5	180.0	180.0	180.0	162.5	0.0	0.0
KEGALLE  PLANTATIONS  PLC	KGAL.N0000	19	2	131.0	131.25	139.0	131.25	131.0	0.0	0.0
KELANI CABLES PLC	KCAB.N0000	0	122	244.75	244.0	259.0	242.0	253.25	8.5	3.47
KELANI TYRES PLC	TYRE.N0000	0	33	51.2	52.9	55.0	52.9	53.8	2.6	5.08
KELANI VALLEY PLANTATIONS PLC	KVAL.N0000	0	58	71.5	76.0	79.6	75.0	79.3	7.8	10.91
KOTAGALA PLANTATIONS PLC	KOTA.N0000	0	165	6.9	7.1	7.7	7.1	7.6	0.7	10.14
L O L C DEVELOPMENT FINANCE PLC	NIFL.N0000	0	14	513.0	514.0	514.0	510.0	514.0	1.0	0.19
L O L C HOLDINGS PLC	LOLC.N0000	0	268	322.5	326.0	330.0	318.0	326.25	3.75	1.16
L V L ENERGY FUND PLC	LVEF.N0000	0	8	6.5	6.3	6.3	6.2	6.2	0.3	4.62
LANKA ALUMINIUM INDUSTRIES PLC	LALU.N0000	0	253	14.0	14.0	15.4	13.6	14.2	0.2	1.43
LANKA ASHOK LEYLAND PLC	ASHO.N0000	18	5	615.0	620.0	620.0	612.25	615.0	0.0	0.0
LANKA CERAMIC PLC	CERA.N0000	10	1	100.5	98.0	98.0	98.0	100.5	0.0	0.0
LANKA CREDIT AND BUSINESS FINANCE PLC	LCBF.N0000	0	12	2.0	2.1	2.1	1.9	2.1	0.1	5.0
LANKA IOC PLC	LIOC.N0000	0	0	157.5	160.0	180.0	160.0	178.0	20.5	13.02
LANKA MILK FOODS (CWE) PLC	LMF.N0000	0	50	120.25	120.25	124.75	119.0	119.75	0.5	0.42
LANKA REALTY INVESTMENTS PLC	ASCO.N0000	0	5	11.0	11.3	11.3	10.3	10.3	0.7	6.36
LANKA TILES PLC	TILE.N0000	0	53	43.2	43.0	44.9	42.7	44.5	1.3	3.01
LANKA VENTURES PLC	LVEN.N0000	0	6	33.5	30.1	34.5	30.1	34.2	0.7	2.09
LANKA WALLTILE PLC	LWL.N0000	0	108	49.8	49.6	53.5	49.6	52.7	2.9	5.82
LANKEM CEYLON PLC	LCEY.N0000	0	37	89.0	83.1	93.8	83.0	92.1	3.1	3.48
LANKEM DEVELOPMENTS PLC	LDEV.N0000	0	0	24.4	25.0	31.0	25.0	29.6	5.2	21.31
LAUGFS GAS PLC	LGL.N0000	0	9	18.9	19.9	19.9	18.5	18.9	0.0	0.0
LAUGFS GAS PLC	LGL.X0000	0	15	11.1	10.6	11.9	10.6	11.1	0.0	0.0
LAUGFS POWER PLC	LPL.N0000	0	12	8.8	9.0	9.3	8.0	8.8	0.0	0.0
LAUGFS POWER PLC	LPL.X0000	0	15	6.8	6.3	6.8	6.0	6.6	0.2	2.94
LAXAPANA BATTERIES PLC	LITE.N0000	0	37	14.1	14.2	14.5	14.0	14.3	0.2	1.42
LB FINANCE PLC	LFIN.N0000	0	17	36.8	39.0	39.8	38.8	38.8	2.0	5.43
LION BREWERY (CEYLON) PLC	LION.N0000	0	7	530.0	528.0	530.0	504.25	529.75	0.25	0.05
LOLC FINANCE PLC	LOFC.N0000	0	343	5.7	5.6	6.1	5.6	6.0	0.3	5.26
LOLC GENERAL INSURANCE PLC	LGIL.N0000	0	56	6.0	5.9	6.3	5.8	6.0	0.0	0.0
LOTUS HYDRO POWER PLC	HPFL.N0000	0	15	8.4	8.5	8.5	7.3	7.5	0.9	10.71
LUMINEX PLC	LUMX.N0000	4	2	7.0	7.2	7.2	7.2	7.0	0.0	0.0
MADULSIMA  PLANTATIONS  PLC	MADU.N0000	0	22	11.7	11.7	11.7	10.0	11.3	0.4	3.42
MAHAWELI COCONUT PLANTATIONS PLC	MCPL.N0000	232	7	33.0	37.8	38.0	37.8	37.8	4.8	14.55
MAHAWELI REACH HOTELS PLC	MRH.N0000	60	3	12.5	12.0	12.7	12.0	12.5	0.0	0.0
MALWATTE VALLEY PLANTATION PLC	MAL.N0000	0	24	65.5	61.4	67.9	61.4	67.5	2.0	3.05
MALWATTE VALLEY PLANTATION PLC	MAL.X0000	0	8	43.7	47.5	47.5	42.1	44.4	0.7	1.6
MARAWILA  RESORTS  PLC	MARA.N0000	0	34	2.4	2.5	2.5	2.3	2.4	0.0	0.0
MASKELIYA PLANTATIONS PLC	MASK.N0000	0	30	36.9	36.9	41.8	36.9	41.6	4.7	12.74
MELSTACORP PLC	MELS.N0000	0	76	42.0	42.1	44.7	42.1	43.9	1.9	4.52
MERCANTILE SHIPPING COMPANY PLC	MSL.N0000	24	3	176.75	185.0	200.0	185.0	176.75	0.0	0.0
MERCHANT BANK OF SRI LANKA & FINANCE PLC	MBSL.N0000	0	5	3.1	3.2	3.2	3.1	3.2	0.1	3.23
MILLENNIUM HOUSING DEVELOPERS PLC	MHDL.N0000	0	16	2.6	2.6	3.1	2.6	2.9	0.3	11.54
MULLER & PHIPPS (CEYLON) PLC	MULL.N0000	0	34	1.0	0.9	1.0	0.9	1.0	0.0	0.0
MYLAND DEVELOPMENTS PLC	MDL.N0000	0	7	9.6	9.0	10.3	8.5	8.7	0.9	9.38
NAMUNUKULA PLANTATIONS PLC	NAMU.N0000	773	27	338.25	351.75	365.5	330.25	335.75	2.5	0.74
NATION LANKA FINANCE PLC	CSF.N0000	0	13	0.5	0.5	0.5	0.4	0.5	0.0	0.0
NATIONAL DEVELOPMENT BANK PLC	NDB.N0000	0	52	31.7	31.7	31.8	31.3	31.5	0.2	0.63
NATIONS TRUST BANK PLC	NTB.X0000	10	2	57.4	54.9	54.9	54.9	57.4	0.0	0.0
NATIONS TRUST BANK PLC	NTB.N0000	0	22	45.3	45.0	49.4	45.0	48.6	3.3	7.28
NAWALOKA HOSPITALS PLC	NHL.N0000	0	9	5.5	5.5	5.7	5.5	5.6	0.1	1.82
NESTLE LANKA PLC	NEST.N0000	17	6	920.0	920.0	920.0	915.0	920.0	0.0	0.0
ODEL PLC	ODEL.N0000	227	5	16.2	17.7	17.7	17.6	17.6	1.4	8.64
ORIENT FINANCE PLC	BFN.N0000	0	17	7.2	7.1	7.5	6.5	6.6	0.6	8.33
OVERSEAS REALTY (CEYLON) PLC	OSEA.N0000	0	19	13.4	13.5	14.0	13.3	13.6	0.2	1.49
PALM GARDEN HOTELS PLC	PALM.N0000	0	31	43.6	45.0	50.0	45.0	49.7	6.1	13.99
PAN ASIA BANKING CORPORATION PLC	PABC.N0000	0	5	9.1	9.5	9.5	9.4	9.4	0.3	3.3
PANASIAN POWER PLC	PAP.N0000	0	13	3.2	3.3	3.4	3.3	3.4	0.2	6.25
PEGASUS HOTELS OF CEYLON PLC	PEG.N0000	0	8	28.0	28.0	30.0	28.0	28.1	0.1	0.36
PEOPLE'S INSURANCE PLC	PINS.N0000	0	24	18.8	18.8	18.8	18.3	18.8	0.0	0.0
PEOPLE'S LEASING & FINANCE PLC	PLC.N0000	0	51	5.0	5.1	5.1	4.9	5.0	0.0	0.0
PGP GLASS CEYLON PLC	GLAS.N0000	0	34	13.1	13.0	13.6	12.8	13.4	0.3	2.29
