name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	793	14	165.0	170.0	170.0	150.0	154.75	10.25	6.21
ACCESS ENGINEERING PLC	AEL.N0000	0	121	12.0	12.0	12.0	11.2	11.3	0.7	5.83
ACL CABLES PLC	ACL.N0000	0	106	44.3	44.3	45.0	40.0	40.8	3.5	7.9
ACL PLASTICS PLC	APLA.N0000	0	57	355.75	360.0	360.0	315.0	326.0	29.75	8.36
ACME PRINTING & PACKAGING PLC	ACME.N0000	33	1	12.1	11.0	11.0	11.0	12.1	0.0	0.0
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	98	30.2	29.9	30.4	28.9	29.2	1.0	3.31
AGSTAR PLC	AGST.N0000	0	77	7.3	7.3	7.3	6.8	6.9	0.4	5.48
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	25	30.9	32.0	32.0	30.1	31.0	0.1	0.32
AITKEN SPENCE PLC	SPEN.N0000	0	16	85.0	86.0	86.0	82.0	82.0	3.0	3.53
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	21	54.0	54.0	54.0	52.0	52.1	1.9	3.52
ALUMEX PLC	ALUM.N0000	0	37	6.4	6.4	6.4	6.2	6.2	0.2	3.13
AMANA BANK PLC	ABL.N0000	0	77	3.1	3.1	3.2	2.9	3.0	0.1	3.23
AMANA TAKAFUL LIFE PLC	ATLL.N0000	226	9	28.3	27.0	28.9	26.5	27.0	1.3	4.59
AMANA TAKAFUL PLC	ATL.N0000	0	5	9.2	9.1	9.1	9.0	9.0	0.2	2.17
AMBEON CAPITAL PLC	TAP.N0000	0	13	6.8	6.6	6.7	6.5	6.6	0.2	2.94
AMBEON HOLDINGS PLC	GREG.N0000	150	1	39.0	37.5	37.5	37.5	37.5	1.5	3.85
ARPICO INSURANCE PLC	AINS.N0000	400	1	17.0	17.0	17.0	17.0	17.0	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	15	6.5	6.2	6.2	5.9	6.0	0.5	7.69
ASIA CAPITAL PLC	ACAP.N0000	0	27	4.0	4.0	4.2	4.0	4.1	0.1	2.5
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	28	3.3	3.4	3.4	3.1	3.2	0.1	3.03
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	0	5	30.8	31.2	31.2	30.9	31.0	0.2	0.65
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	23	31.6	31.7	31.9	29.5	29.9	1.7	5.38
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	16	14.0	15.0	15.2	15.0	15.1	1.1	7.86
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	7	7.4	7.5	7.5	7.1	7.4	0.0	0.0
B P P L HOLDINGS PLC	BPPL.N0000	0	12	18.9	18.8	19.0	18.5	18.5	0.4	2.12
BAIRAHA FARMS PLC	BFL.N0000	0	18	125.5	125.0	125.5	125.0	125.25	0.25	0.2
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	19	32.9	33.0	33.0	31.5	31.6	1.3	3.95
BERUWALA RESORTS PLC	BERU.N0000	0	28	0.9	1.0	1.0	0.9	0.9	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.N0000	0	9	0.8	0.9	0.9	0.8	0.8	0.0	0.0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	BLUE.X0000	0	1	0.4	0.4	0.4	0.4	0.4	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	29	63.5	62.8	63.4	60.3	60.9	2.6	4.09
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	32	17.1	18.0	18.0	17.2	17.7	0.6	3.51
BROWN & COMPANY PLC	BRWN.N0000	0	234	150.5	150.0	150.0	125.0	132.0	18.5	12.29
BROWNS BEACH HOTELS PLC	BBH.N0000	0	5	8.2	8.5	8.5	8.2	8.2	0.0	0.0
BROWNS INVESTMENTS PLC	BIL.N0000	0	0	9.6	9.5	9.5	8.3	8.7	0.9	9.38
BUKIT DARAH PLC	BUKI.N0000	525	4	327.0	327.0	327.0	326.0	326.5	0.5	0.15
C I C HOLDINGS PLC	CIC.N0000	0	88	33.2	35.0	35.0	33.0	33.5	0.3	0.9
C I C HOLDINGS PLC	CIC.X0000	0	49	21.1	21.1	21.1	20.7	21.0	0.1	0.47
C M HOLDINGS PLC	COLO.N0000	0	35	53.7	53.1	53.1	45.0	49.9	3.8	7.08
C. W. MACKIE PLC	CWM.N0000	0	20	68.3	69.0	70.4	67.8	68.3	0.0	0.0
CAPITAL ALLIANCE PLC	CALT.N0000	0	10	11.1	11.2	11.3	10.7	10.7	0.4	3.6
CARGILLS (CEYLON) PLC	CARG.N0000	70	8	160.0	160.0	165.0	160.0	160.0	0.0	0.0
CARSON CUMBERBATCH PLC	CARS.N0000	46	4	250.0	263.75	265.0	250.0	250.0	0.0	0.0
CENTRAL FINANCE COMPANY PLC	CFIN.N0000	0	25	60.0	60.0	60.5	60.0	60.0	0.0	0.0
CENTRAL INDUSTRIES PLC	CIND.N0000	0	89	60.5	60.0	60.0	55.0	55.5	5.0	8.26
CEYLINCO INSURANCE PLC	CINS.X0000	3	1	1100.0	1072.0	1072.0	1072.0	1100.0	0.0	0.0
CEYLON COLD STORES PLC	CCS.N0000	0	19	26.0	26.0	26.0	25.1	25.6	0.4	1.54
CEYLON GRAIN ELEVATORS PLC	GRAN.N0000	0	4	70.1	72.0	72.0	67.1	68.7	1.4	2.0
CEYLON GUARDIAN INVESTMENT TRUST PLC	GUAR.N0000	65	3	70.0	70.1	70.1	65.0	70.0	0.0	0.0
CEYLON HOSPITALS PLC	CHL.X0000	400	4	95.3	95.3	95.3	95.1	95.1	0.2	0.21
CEYLON HOSPITALS PLC	CHL.N0000	700	2	126.5	120.0	120.0	120.0	120.0	6.5	5.14
CEYLON HOTELS CORPORATION PLC	CHOT.N0000	125	6	10.3	9.0	11.0	9.0	9.4	0.9	8.74
CEYLON INVESTMENT PLC	CINV.N0000	0	4	31.0	31.0	31.0	30.5	30.7	0.3	0.97
CEYLON TEA BROKERS PLC	CTBL.N0000	0	7	3.5	3.6	3.6	3.5	3.5	0.0	0.0
CEYLON TOBACCO COMPANY PLC	CTC.N0000	211	11	625.0	625.0	645.0	620.0	640.75	15.75	2.52
CHEMANEX PLC	CHMX.N0000	0	2	59.9	60.0	60.0	60.0	60.0	0.1	0.17
CHEVRON LUBRICANTS  LANKA  PLC	LLUB.N0000	0	116	82.2	83.0	83.0	80.0	80.8	1.4	1.7
CHRISSWORLD PLC	CWL.N0000	0	16	12.0	12.0	12.0	11.1	11.3	0.7	5.83
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.N0000	1	1	199.75	200.0	200.0	200.0	199.75	0.0	0.0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	CDB.X0000	0	27	65.0	62.6	64.0	60.0	60.3	4.7	7.23
CITRUS LEISURE PLC	REEF.N0000	0	20	4.7	4.7	4.7	4.5	4.5	0.2	4.26
Co-operative Insurance Company PLC	COOP.N0000	0	66	3.1	3.1	3.1	2.9	2.9	0.2	6.45
COLOMBO DOCKYARD PLC	DOCK.N0000	0	9	69.3	65.0	65.0	64.1	65.0	4.3	6.2
COLOMBO FORT INVESTMENTS PLC	CFI.N0000	0	27	53.8	57.0	57.0	52.0	54.7	0.9	1.67
COLOMBO INVESTMENT TRUST PLC	CIT.N0000	0	13	92.0	96.9	100.0	96.9	100.0	8.0	8.7
COLOMBO LAND AND DEVELOPMENT COMPANY PLC	CLND.N0000	0	10	19.1	20.9	20.9	18.5	19.0	0.1	0.52
COMMERCIAL BANK OF CEYLON PLC	COMB.X0000	0	15	49.7	50.0	50.0	49.1	49.1	0.6	1.21
COMMERCIAL BANK OF CEYLON PLC	COMB.N0000	0	89	52.7	52.9	52.9	52.5	52.5	0.2	0.38
COMMERCIAL CREDIT AND FINANCE PLC	COCR.N0000	0	72	22.7	22.5	22.5	19.5	20.3	2.4	10.57
COMMERCIAL DEVELOPMENT COMPANY PLC	COMD.N0000	10	1	91.2	93.9	93.9	93.9	91.2	0.0	0.0
CONVENIENCE FOODS LANKA PLC	SOY.N0000	100	3	1244.5	1200.0	1200.0	1200.0	1200.0	44.5	3.58
DANKOTUWA PORCELAIN PLC	DPL.N0000	0	10	9.0	9.0	9.0	8.7	8.7	0.3	3.33
DFCC BANK PLC	DFCC.N0000	0	15	36.5	37.0	37.5	36.3	36.5	0.0	0.0
DIALOG AXIATA PLC	DIAL.N0000	0	90	9.6	9.7	9.8	9.6	9.7	0.1	1.04
DIESEL & MOTOR ENGINEERING PLC	DIMO.N0000	0	29	351.5	350.0	352.0	340.0	345.75	5.75	1.64
DIPPED PRODUCTS PLC	DIPD.N0000	0	118	28.6	28.0	28.5	27.2	27.9	0.7	2.45
DISTILLERIES COMPANY OF SRI LANKA PLC	DIST.N0000	0	34	14.2	14.3	14.5	14.0	14.1	0.1	0.7
DOLPHIN HOTELS PLC	STAF.N0000	0	2	25.3	25.1	25.1	25.0	25.0	0.3	1.19
E - CHANNELLING PLC	ECL.N0000	0	15	7.3	7.2	7.5	7.2	7.3	0.0	0.0
E B CREASY & COMPANY PLC	EBCR.N0000	0	3	15.9	15.6	16.0	15.6	16.0	0.1	0.63
