name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	70	8	157.5	156.5	156.5	150.0	157.5	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	145	10.8	10.8	11.0	10.5	10.6	0.2	1.85
ACL CABLES PLC	ACL.N0000	0	485	93.0	95.0	95.0	89.0	90.5	2.5	2.69
ACL PLASTICS PLC	APLA.N0000	0	89	500.25	497.0	519.0	472.0	479.0	21.25	4.25
ACME PRINTING & PACKAGING PLC	ACME.N0000	708	9	5.9	5.9	5.9	5.5	5.6	0.3	5.08
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	73	36.2	36.1	37.0	34.5	35.3	0.9	2.49
AGSTAR PLC	AGST.N0000	0	634	19.5	19.2	20.1	19.0	19.8	0.3	1.54
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	36	58.1	58.0	58.9	57.0	58.1	0.0	0.0
AITKEN SPENCE PLC	SPEN.N0000	0	20	132.75	133.0	133.0	122.0	128.75	4.0	3.01
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	51	70.9	71.8	71.8	65.1	65.3	5.6	7.9
ALUMEX PLC	ALUM.N0000	0	35	9.1	9.1	9.1	9.0	9.0	0.1	1.1
AMANA BANK PLC	ABL.N0000	0	27	3.0	3.0	3.0	2.9	2.9	0.1	3.33
AMANA TAKAFUL LIFE PLC	ATLL.N0000	802	11	34.2	34.9	35.0	31.1	34.9	0.7	2.05
AMANA TAKAFUL PLC	ATL.N0000	0	13	11.2	12.0	12.5	11.3	12.0	0.8	7.14
AMBEON CAPITAL PLC	TAP.N0000	0	143	9.8	9.9	10.0	9.7	9.9	0.1	1.02
AMBEON HOLDINGS PLC	GREG.N0000	139	10	42.0	40.1	40.1	38.3	38.4	3.6	8.57
