name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	29	3	147.75	148.25	148.25	147.75	147.75	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	60	2	22.0	22.0	22.0	22.0	22.0	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	102	10.7	10.7	10.7	10.2	10.3	0.4	3.74
ACL CABLES PLC	ACL.N0000	0	389	87.1	86.3	88.9	84.0	85.1	2.0	2.3
ACL PLASTICS PLC	APLA.N0000	851	29	498.5	489.0	495.0	475.0	477.25	21.25	4.26
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	20	5.8	5.8	5.9	5.4	5.5	0.3	5.17
AGALAWATTE  PLANTATIONS  PLC	AGAL.N0000	0	25	34.1	33.1	34.9	33.1	34.0	0.1	0.29
AGSTAR PLC	AGST.N0000	0	157	18.7	18.5	18.9	18.3	18.5	0.2	1.07
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	11	56.5	56.5	57.0	56.1	56.4	0.1	0.18
AITKEN SPENCE PLC	SPEN.N0000	0	15	132.0	132.0	133.5	132.0	132.0	0.0	0.0
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	201	3	68.1	69.9	69.9	66.2	66.2	1.9	2.79
ALUMEX PLC	ALUM.N0000	0	95	8.4	8.6	8.7	8.2	8.3	0.1	1.19
AMANA BANK PLC	ABL.N0000	0	41	3.0	3.0	3.1	2.9	3.0	0.0	0.0
AMANA TAKAFUL LIFE PLC	ATLL.N0000	16	2	34.8	35.3	35.3	35.1	34.8	0.0	0.0
AMANA TAKAFUL PLC	ATL.N0000	350	3	11.0	11.0	11.0	11.0	11.0	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	109	9.4	9.4	9.5	8.6	8.8	0.6	6.38
AMBEON HOLDINGS PLC	GREG.N0000	0	11	42.4	38.6	41.9	38.6	41.8	0.6	1.42
ARPICO INSURANCE PLC	AINS.N0000	521	2	18.0	17.4	18.0	17.4	18.0	0.0	0.0
ASIA ASSET FINANCE PLC	AAF.N0000	0	31	7.2	7.2	7.8	7.0	7.1	0.1	1.39
ASIA CAPITAL PLC	ACAP.N0000	385	3	4.4	4.4	4.4	4.4	4.4	0.0	0.0
ASIA SIYAKA COMMODITIES LIMITED	ASIY.N0000	0	58	5.0	4.8	5.0	4.8	4.8	0.2	4.0
ASIAN HOTELS AND PROPERTIES PLC	AHPL.N0000	0	3	40.0	40.0	40.0	39.9	39.9	0.1	0.25
ASIRI HOSPITAL HOLDINGS PLC	ASIR.N0000	0	27	31.1	30.1	31.3	29.0	29.6	1.5	4.82
ASIRI SURGICAL HOSPITAL PLC	AMSL.N0000	0	22	13.5	13.5	13.7	12.9	13.0	0.5	3.7
ASSOCIATED MOTOR FINANCE COMPANY PLC	AMF.N0000	0	6	9.0	9.2	9.4	9.2	9.4	0.4	4.44
B P P L HOLDINGS PLC	BPPL.N0000	301	4	24.1	23.5	24.0	23.5	23.8	0.3	1.24
BAIRAHA FARMS PLC	BFL.N0000	0	51	193.25	195.0	196.75	190.0	191.0	2.25	1.16
BALANGODA  PLANTATIONS  PLC	BALA.N0000	0	23	104.0	105.5	105.5	101.0	102.75	1.25	1.2
BANSEI ROYAL RESORTS HIKKADUWA PLC	BRR.N0000	0	6	9.3	9.6	10.7	9.6	10.4	1.1	11.83
BERUWALA RESORTS PLC	BERU.N0000	0	15	1.3	1.4	1.4	1.3	1.3	0.0	0.0
BOGALA GRAPHITE LANKA PLC	BOGA.N0000	0	73	57.1	58.5	58.5	53.1	55.4	1.7	2.98
BOGAWANTALAWA TEA ESTATES PLC	BOPL.N0000	0	8	56.0	53.1	53.1	53.0	53.0	3.0	5.36
BROWN & COMPANY PLC	BRWN.N0000	0	78	131.5	128.0	134.0	125.5	128.75	2.75	2.09
BROWNS BEACH HOTELS PLC	BBH.N0000	0	20	13.4	13.0	13.5	12.9	13.4	0.0	0.0
BROWNS INVESTMENTS PLC	BIL.N0000	0	732	6.3	6.3	6.3	5.9	6.0	0.3	4.76
BUKIT DARAH PLC	BUKI.N0000	0	8	296.0	298.0	312.25	296.25	296.5	0.5	0.17
C I C HOLDINGS PLC	CIC.N0000	0	160	90.3	91.0	92.0	86.7	88.0	2.3	2.55
C I C HOLDINGS PLC	CIC.X0000	0	151	63.3	62.7	64.0	60.1	61.3	2.0	3.16
C T HOLDINGS PLC	CTHR.N0000	0	5	175.0	174.75	175.0	174.75	175.0	0.0	0.0
C T LAND DEVELOPMENT PLC	CTLD.N0000	700	4	24.7	24.6	24.6	24.6	24.6	0.1	0.4
C. W. MACKIE PLC	CWM.N0000	0	47	83.5	85.7	85.8	83.0	85.5	2.0	2.4
CAPITAL ALLIANCE PLC	CALT.N0000	0	39	17.1	17.1	17.5	17.0	17.1	0.0	0.0
