name	symbol	share_volume	trade_volume	price_previous_close	price_open	price_high	price_low	price_last_traded	delta_price	delta_price_p
ABANS ELECTRICALS PLC	ABAN.N0000	74	11	168.75	167.5	168.5	167.0	168.75	0.0	0.0
ABANS FINANCE PLC	AFSL.N0000	0	14	25.1	25.1	25.5	25.0	25.1	0.0	0.0
ACCESS ENGINEERING PLC	AEL.N0000	0	227	22.5	22.6	23.0	22.3	22.6	0.1	0.44
ACL CABLES PLC	ACL.N0000	0	549	40.4	42.1	43.3	40.0	40.6	0.2	0.5
ACL PLASTICS PLC	APLA.N0000	0	43	255.75	260.0	264.75	260.0	261.25	5.5	2.15
ACME PRINTING & PACKAGING PLC	ACME.N0000	0	39	7.1	7.1	7.1	6.6	6.7	0.4	5.63
AGALAWATTE PLANTATIONS PLC	AGAL.N0000	0	70	28.8	28.9	30.4	27.0	28.0	0.8	2.78
AGSTAR PLC	AGST.N0000	0	75	7.5	7.8	7.8	7.4	7.6	0.1	1.33
AITKEN SPENCE HOTEL HOLDINGS PLC	AHUN.N0000	0	13	29.5	30.0	30.0	29.6	29.6	0.1	0.34
AITKEN SPENCE PLC	SPEN.N0000	0	43	65.0	65.0	67.0	65.0	65.2	0.2	0.31
ALLIANCE FINANCE COMPANY PLC	ALLI.N0000	0	63	63.1	63.0	63.3	61.7	62.0	1.1	1.74
ALUMEX PLC	ALUM.N0000	0	161	12.5	12.8	12.9	12.6	12.6	0.1	0.8
AMANA BANK PLC	ABL.N0000	0	93	3.0	3.0	3.1	2.9	3.0	0.0	0.0
AMANA TAKAFUL  PLC	ATL.N0000	0	19	8.4	8.4	9.1	8.4	8.9	0.5	5.95
AMANA TAKAFUL LIFE PLC	ATLL.N0000	500	2	10.0	10.0	10.0	10.0	10.0	0.0	0.0
AMBEON CAPITAL PLC	TAP.N0000	0	836	22.1	23.3	23.6	21.0	21.5	0.6	2.71
AMBEON HOLDINGS PLC	GREG.N0000	0	696	46.2	47.9	48.8	44.0	45.1	1.1	2.38
