stock_i_symbol	stock_i_name	stock_j_symbol	stock_j_name	correlation
ALUM.N0000	ALUMEX PLC	FCT.N0000	First Capital Treasuries PLC	0.18451799108290654
ALUM.N0000	ALUMEX PLC	LUMX.N0000	LUMINEX PLC	0.1241598513813021
ABL.N0000	AMANA BANK PLC	ATL.N0000	AMANA TAKAFUL PLC	0.013909927254004598
ABL.N0000	AMANA BANK PLC	ATLL.N0000	AMANA TAKAFUL LIFE PLC	0.10691275433248554
ABL.N0000	AMANA BANK PLC	CONN.N0000	HAYLEYS LEISURE PLC	0.03118263608998942
ABL.N0000	AMANA BANK PLC	TAP.N0000	AMBEON CAPITAL PLC	0.0777102135693009
ABL.N0000	AMANA BANK PLC	GREG.N0000	AMBEON HOLDINGS PLC	0.10996163522731048
ABL.N0000	AMANA BANK PLC	ALHP.N0000	ANILANA HOTELS AND PROPERTIES PLC	0.08921325386291465
ABL.N0000	AMANA BANK PLC	AINS.N0000	ARPICO INSURANCE PLC	0.05239128357977423
ABL.N0000	AMANA BANK PLC	AAF.N0000	ASIA ASSET FINANCE PLC	0.009714641782322966
ABL.N0000	AMANA BANK PLC	ACAP.N0000	ASIA CAPITAL PLC	0.14925321101675149
ABL.N0000	AMANA BANK PLC	ASIY.N0000	ASIA SIYAKA COMMODITIES LIMITED	0.11477719395322246
ABL.N0000	AMANA BANK PLC	AHPL.N0000	ASIAN HOTELS AND PROPERTIES PLC	0.13640568429198358
ABL.N0000	AMANA BANK PLC	AMSL.N0000	ASIRI SURGICAL HOSPITAL PLC	0.04137449758095798
ABL.N0000	AMANA BANK PLC	ASIR.N0000	ASIRI HOSPITAL HOLDINGS PLC	0.1383770467446536
ABL.N0000	AMANA BANK PLC	AMF.N0000	ASSOCIATED MOTOR FINANCE COMPANY PLC	0.12851670300486942
ABL.N0000	AMANA BANK PLC	BPPL.N0000	B P P L HOLDINGS PLC	0.0702054103354744
ABL.N0000	AMANA BANK PLC	BFL.N0000	BAIRAHA FARMS PLC	0.11929307650062049
ABL.N0000	AMANA BANK PLC	BALA.N0000	BALANGODA  PLANTATIONS  PLC	0.11732765056417274
ABL.N0000	AMANA BANK PLC	BRR.N0000	BANSEI ROYAL RESORTS HIKKADUWA PLC	-0.055297152749328865
ABL.N0000	AMANA BANK PLC	BERU.N0000	BERUWALA RESORTS PLC	0.18801392335148245
ABL.N0000	AMANA BANK PLC	BLI.N0000	BIMPUTH FINANCE PLC	0.1825107894703107
ABL.N0000	AMANA BANK PLC	BLUE.N0000	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	0.0597760109287533
ABL.N0000	AMANA BANK PLC	BLUE.X0000	BLUE DIAMONDS JEWELLERY WORLDWIDE PLC	0.1356964042221632
ABL.N0000	AMANA BANK PLC	BOGA.N0000	BOGALA GRAPHITE LANKA PLC	0.05677906649451992
ABL.N0000	AMANA BANK PLC	BOPL.N0000	BOGAWANTALAWA TEA ESTATES PLC	0.06992635427612745
ABL.N0000	AMANA BANK PLC	BRWN.N0000	BROWN & COMPANY PLC	0.018968256397503432
ABL.N0000	AMANA BANK PLC	BBH.N0000	BROWNS BEACH HOTELS PLC	0.0879701798949534
ABL.N0000	AMANA BANK PLC	BIL.N0000	BROWNS INVESTMENTS PLC	0.1961362079932761
ABL.N0000	AMANA BANK PLC	BUKI.N0000	BUKIT DARAH PLC	-0.09231470688917523
ABL.N0000	AMANA BANK PLC	COLO.N0000	C M HOLDINGS PLC	0.03987517657225985
ABL.N0000	AMANA BANK PLC	CTHR.N0000	C T HOLDINGS PLC	0.11282123286106431
ABL.N0000	AMANA BANK PLC	CTLD.N0000	C T LAND DEVELOPMENT PLC	0.04264595879330771
ABL.N0000	AMANA BANK PLC	CWM.N0000	C. W. MACKIE PLC	0.0546768848106175
ABL.N0000	AMANA BANK PLC	CARG.N0000	CARGILLS (CEYLON) PLC	0.08187092358821034
ABL.N0000	AMANA BANK PLC	CABO.N0000	CARGO BOAT DEVELOPMENT COMPANY PLC	0.15166480305091865
ABL.N0000	AMANA BANK PLC	CARS.N0000	CARSON CUMBERBATCH PLC	0.04208802306138068
ABL.N0000	AMANA BANK PLC	CFIN.N0000	CENTRAL FINANCE COMPANY PLC	0.25450294090870185
ABL.N0000	AMANA BANK PLC	CIND.N0000	CENTRAL INDUSTRIES PLC	0.17466396447053847
ABL.N0000	AMANA BANK PLC	CINS.N0000	CEYLINCO INSURANCE PLC	-0.05337401419029977
ABL.N0000	AMANA BANK PLC	CINS.X0000	CEYLINCO INSURANCE PLC	0.04045569091072445
ABL.N0000	AMANA BANK PLC	CCS.N0000	CEYLON COLD STORES PLC	0.09710953594166785
ABL.N0000	AMANA BANK PLC	GRAN.N0000	CEYLON GRAIN ELEVATORS PLC	-0.006237615468185295
ABL.N0000	AMANA BANK PLC	GUAR.N0000	CEYLON GUARDIAN INVESTMENT TRUST PLC	0.02279075779034925
ABL.N0000	AMANA BANK PLC	CHOT.N0000	CEYLON HOTELS CORPORATION PLC	0.19528923739024312
ABL.N0000	AMANA BANK PLC	CINV.N0000	CEYLON INVESTMENT PLC	0.055562665016747524
ABL.N0000	AMANA BANK PLC	CTBL.N0000	CEYLON TEA BROKERS PLC	0.027634584880857377
ABL.N0000	AMANA BANK PLC	CTC.N0000	CEYLON TOBACCO COMPANY PLC	0.11245698472091463
ABL.N0000	AMANA BANK PLC	CHMX.N0000	CHEMANEX PLC	0.020972456217507193
ABL.N0000	AMANA BANK PLC	LLUB.N0000	CHEVRON LUBRICANTS  LANKA  PLC	0.16719113231360985
ABL.N0000	AMANA BANK PLC	CWL.N0000	CHRISSWORLD PLC	0.09794905287487336
ABL.N0000	AMANA BANK PLC	CIC.X0000	C I C HOLDINGS PLC	0.12184210827355839
ABL.N0000	AMANA BANK PLC	CIC.N0000	C I C HOLDINGS PLC	0.1633775178650348
ABL.N0000	AMANA BANK PLC	CDB.N0000	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	0.049210107085597254
ABL.N0000	AMANA BANK PLC	CDB.X0000	CITIZENS DEVELOPMENT BUSINESS FINANCE PLC	0.13863865214185903
ABL.N0000	AMANA BANK PLC	REEF.N0000	CITRUS LEISURE PLC	0.14014435814571718
ABL.N0000	AMANA BANK PLC	PHAR.N0000	COLOMBO CITY HOLDINGS PLC	-0.11098758166836865
ABL.N0000	AMANA BANK PLC	DOCK.N0000	COLOMBO DOCKYARD PLC	0.14311589669390548
ABL.N0000	AMANA BANK PLC	CFI.N0000	COLOMBO FORT INVESTMENTS PLC	0.1993024747974295
ABL.N0000	AMANA BANK PLC	CIT.N0000	COLOMBO INVESTMENT TRUST PLC	0.12924206009700412
ABL.N0000	AMANA BANK PLC	CLND.N0000	COLOMBO LAND AND DEVELOPMENT COMPANY PLC	0.12541353058387558
ABL.N0000	AMANA BANK PLC	COMB.X0000	COMMERCIAL BANK OF CEYLON PLC	0.2705926617628785
ABL.N0000	AMANA BANK PLC	COMB.N0000	COMMERCIAL BANK OF CEYLON PLC	0.24288075078105115
ABL.N0000	AMANA BANK PLC	COCR.N0000	COMMERCIAL CREDIT AND FINANCE PLC	0.12921620826937372
ABL.N0000	AMANA BANK PLC	COMD.N0000	COMMERCIAL DEVELOPMENT COMPANY PLC	0.1309397665156038
ABL.N0000	AMANA BANK PLC	CLC.N0000	COMMERCIAL LEASING & FINANCE PLC	-0.11415518397891566
ABL.N0000	AMANA BANK PLC	SOY.N0000	CONVENIENCE FOODS LANKA PLC	0.09900169020952754
ABL.N0000	AMANA BANK PLC	DPL.N0000	DANKOTUWA PORCELAIN PLC	0.11213763130550711
ABL.N0000	AMANA BANK PLC	DFCC.N0000	DFCC BANK PLC	0.2921245509618267
ABL.N0000	AMANA BANK PLC	DIAL.N0000	DIALOG AXIATA PLC	0.16944453792294392
ABL.N0000	AMANA BANK PLC	CALF.N0000	DIALOG FINANCE PLC	0.0688320906081171
ABL.N0000	AMANA BANK PLC	DIMO.N0000	DIESEL & MOTOR ENGINEERING PLC	0.09482508819716612
ABL.N0000	AMANA BANK PLC	CTEA.N0000	DILMAH CEYLON TEA COMPANY PLC	0.011935517731683266
ABL.N0000	AMANA BANK PLC	DIPD.N0000	DIPPED PRODUCTS PLC	0.11378556968018023
ABL.N0000	AMANA BANK PLC	DIST.N0000	DISTILLERIES COMPANY OF SRI LANKA PLC	0.04612457430916048
ABL.N0000	AMANA BANK PLC	STAF.N0000	DOLPHIN HOTELS PLC	0.18784673437044533
ABL.N0000	AMANA BANK PLC	EBCR.N0000	E B CREASY & COMPANY PLC	0.18895294583501807
ABL.N0000	AMANA BANK PLC	ECL.N0000	E - CHANNELLING PLC	0.01143487196029566
ABL.N0000	AMANA BANK PLC	EAST.N0000	EAST WEST PROPERTIES PLC	0.2018322651631689
ABL.N0000	AMANA BANK PLC	EMER.N0000	EASTERN MERCHANTS PLC	-0.004525320873326845
ABL.N0000	AMANA BANK PLC	EDEN.N0000	EDEN HOTEL LANKA PLC	0.2002080760244483
ABL.N0000	AMANA BANK PLC	ELPL.N0000	ELPITIYA PLANTATIONS PLC	0.034682136679973545
ABL.N0000	AMANA BANK PLC	ETWO.N0000	EQUITY TWO PLC	-0.13204537643293615
ABL.N0000	AMANA BANK PLC	EXPO.N0000	EXPOLANKA HOLDINGS PLC	0.134185758198398
ABL.N0000	AMANA BANK PLC	CFVF.N0000	FIRST CAPITAL HOLDINGS PLC	0.15578940355783813
ABL.N0000	AMANA BANK PLC	GHLL.N0000	GALADARI HOTELS (LANKA) PLC	0.14199547706982898
ABL.N0000	AMANA BANK PLC	GEST.N0000	GESTETNER OF CEYLON PLC	-0.0032118546936480484
ABL.N0000	AMANA BANK PLC	WAPO.N0000	GALLE FACE CAPITAL PARTNERS PLC	0.15097369380970288
ABL.N0000	AMANA BANK PLC	HAPU.N0000	HAPUGASTENNE PLANTATIONS PLC	0.0063156288621521285
ABL.N0000	AMANA BANK PLC	HNB.X0000	HATTON NATIONAL BANK PLC	0.2356737663762229
ABL.N0000	AMANA BANK PLC	HNB.N0000	HATTON NATIONAL BANK PLC	0.1923559873484759
ABL.N0000	AMANA BANK PLC	HPL.N0000	HATTON PLANTATIONS PLC	0.039701921257274286
ABL.N0000	AMANA BANK PLC	HAYC.N0000	HAYCARB PLC	0.10851064110009982
ABL.N0000	AMANA BANK PLC	MGT.N0000	HAYLEYS FABRIC PLC	0.11779187882204598
ABL.N0000	AMANA BANK PLC	HEXP.N0000	HAYLEYS FIBRE PLC	0.15303068033145373
ABL.N0000	AMANA BANK PLC	HAYL.N0000	HAYLEYS PLC	0.1959604179279517
ABL.N0000	AMANA BANK PLC	HHL.N0000	HEMAS HOLDINGS PLC	0.06136282492357001
ABL.N0000	AMANA BANK PLC	CITH.N0000	HIKKADUWA BEACH RESORT PLC	0.16893421815025003
ABL.N0000	AMANA BANK PLC	HASU.N0000	HNB ASSURANCE PLC	0.17694697911602986
ABL.N0000	AMANA BANK PLC	HNBF.N0000	HNB FINANCE PLC	0.15782767025921116
ABL.N0000	AMANA BANK PLC	HNBF.X0000	HNB FINANCE PLC	0.030339770618604867
ABL.N0000	AMANA BANK PLC	HSIG.N0000	HOTEL SIGIRIYA PLC	0.06448475767063434
ABL.N0000	AMANA BANK PLC	HDFC.N0000	HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL	0.04382156828316375
ABL.N0000	AMANA BANK PLC	HUNA.N0000	HUNAS HOLDINGS PLC	0.0476439194803593
ABL.N0000	AMANA BANK PLC	HVA.N0000	HVA FOODS PLC	0.07656902379013036
ABL.N0000	AMANA BANK PLC	ASPH.N0000	INDUSTRIAL ASPHALTS (CEYLON) PLC	0.11584364752855664
ABL.N0000	AMANA BANK PLC	JINS.N0000	JANASHAKTHI INSURANCE PLC	0.025240658328057223
ABL.N0000	AMANA BANK PLC	JETS.N0000	JETWING SYMPHONY PLC	0.0009446184900737063
ABL.N0000	AMANA BANK PLC	JKH.N0000	JOHN KEELLS HOLDINGS PLC	0.20442627390316104
ABL.N0000	AMANA BANK PLC	KHL.N0000	JOHN KEELLS HOTELS PLC	0.2267289250780334
ABL.N0000	AMANA BANK PLC	JKL.N0000	JOHN KEELLS PLC	0.02520079575232657
ABL.N0000	AMANA BANK PLC	KAHA.N0000	KAHAWATTE  PLANTATIONS  PLC	0.08276865098844995
ABL.N0000	AMANA BANK PLC	KGAL.N0000	KEGALLE  PLANTATIONS  PLC	0.03903837582929876
ABL.N0000	AMANA BANK PLC	KCAB.N0000	KELANI CABLES PLC	0.1330831230746069
ABL.N0000	AMANA BANK PLC	TYRE.N0000	KELANI TYRES PLC	0.14911550830178116
ABL.N0000	AMANA BANK PLC	KVAL.N0000	KELANI VALLEY PLANTATIONS PLC	0.23770322454432552
ABL.N0000	AMANA BANK PLC	KDL.N0000	KELSEY DEVELOPMENTS PLC	-0.06593106747267123
ABL.N0000	AMANA BANK PLC	KOTA.N0000	KOTAGALA PLANTATIONS PLC	0.11226221040092406
ABL.N0000	AMANA BANK PLC	LAMB.N0000	KOTMALE HOLDINGS PLC	-0.036395157937625974
ABL.N0000	AMANA BANK PLC	LFIN.N0000	LB FINANCE PLC	0.2589675347887615
ABL.N0000	AMANA BANK PLC	LALU.N0000	LANKA ALUMINIUM INDUSTRIES PLC	0.1396019888894793
ABL.N0000	AMANA BANK PLC	ASHO.N0000	LANKA ASHOK LEYLAND PLC	-0.004180296193369848
ABL.N0000	AMANA BANK PLC	CERA.N0000	LANKA CERAMIC PLC	0.18990027488272662
ABL.N0000	AMANA BANK PLC	LIOC.N0000	LANKA IOC PLC	0.12589946855752024
ABL.N0000	AMANA BANK PLC	LMF.N0000	LANKA MILK FOODS (CWE) PLC	0.05433417521209349
ABL.N0000	AMANA BANK PLC	ASCO.N0000	LANKA REALTY INVESTMENTS PLC	0.07233917855002647
ABL.N0000	AMANA BANK PLC	TILE.N0000	LANKA TILES PLC	0.2250188244723084
ABL.N0000	AMANA BANK PLC	LVEN.N0000	LANKA VENTURES PLC	0.08963174319460959
ABL.N0000	AMANA BANK PLC	LWL.N0000	LANKA WALLTILE PLC	0.2113887753278204
ABL.N0000	AMANA BANK PLC	LCEY.N0000	LANKEM CEYLON PLC	0.0006184359459593369
ABL.N0000	AMANA BANK PLC	LDEV.N0000	LANKEM DEVELOPMENTS PLC	0.027158946831847174
ABL.N0000	AMANA BANK PLC	LGL.N0000	LAUGFS GAS PLC	0.11007884911217213
ABL.N0000	AMANA BANK PLC	LGL.X0000	LAUGFS GAS PLC	0.09207870495356481
ABL.N0000	AMANA BANK PLC	LPL.X0000	LAUGFS POWER PLC	0.14003115393427296
ABL.N0000	AMANA BANK PLC	LPL.N0000	LAUGFS POWER PLC	0.06972316304537611
ABL.N0000	AMANA BANK PLC	LITE.N0000	LAXAPANA BATTERIES PLC	0.06993140809060563
ABL.N0000	AMANA BANK PLC	SHAW.N0000	LEE HEDGES PLC	0.0723138029219221
ABL.N0000	AMANA BANK PLC	LION.N0000	LION BREWERY (CEYLON) PLC	-0.05386256258741974
ABL.N0000	AMANA BANK PLC	NIFL.N0000	L O L C DEVELOPMENT FINANCE PLC	0.0808514068169174
ABL.N0000	AMANA BANK PLC	LOFC.N0000	LOLC FINANCE PLC	0.14128391649382957
ABL.N0000	AMANA BANK PLC	LOLC.N0000	L O L C HOLDINGS PLC	0.04876764188499404
ABL.N0000	AMANA BANK PLC	HPFL.N0000	LOTUS HYDRO POWER PLC	0.0686587588468768
ABL.N0000	AMANA BANK PLC	LVEF.N0000	L V L ENERGY FUND PLC	0.09863781823929806
ABL.N0000	AMANA BANK PLC	MEL.N0000	MACKWOODS ENERGY PLC	0.0352176805490944
ABL.N0000	AMANA BANK PLC	MADU.N0000	MADULSIMA  PLANTATIONS  PLC	-0.000892582689261842
ABL.N0000	AMANA BANK PLC	MCPL.N0000	MAHAWELI COCONUT PLANTATIONS PLC	0.0589729311022459
ABL.N0000	AMANA BANK PLC	MRH.N0000	MAHAWELI REACH HOTELS PLC	0.15193793719320528
ABL.N0000	AMANA BANK PLC	MAL.X0000	MALWATTE VALLEY PLANTATION PLC	0.007337366423872399
ABL.N0000	AMANA BANK PLC	MARA.N0000	MARAWILA  RESORTS  PLC	0.11018016641122585
ABL.N0000	AMANA BANK PLC	MASK.N0000	MASKELIYA PLANTATIONS PLC	0.06234965306661673
ABL.N0000	AMANA BANK PLC	MELS.N0000	MELSTACORP PLC	0.13681215971231672
ABL.N0000	AMANA BANK PLC	MSL.N0000	MERCANTILE SHIPPING COMPANY PLC	0.12920091915617332
ABL.N0000	AMANA BANK PLC	MBSL.N0000	MERCHANT BANK OF SRI LANKA & FINANCE PLC	0.14004723407230987
ABL.N0000	AMANA BANK PLC	MHDL.N0000	MILLENNIUM HOUSING DEVELOPERS PLC	0.0664173454389978
ABL.N0000	AMANA BANK PLC	MULL.N0000	MULLER & PHIPPS (CEYLON) PLC	0.21006408487001577
ABL.N0000	AMANA BANK PLC	NAMU.N0000	NAMUNUKULA PLANTATIONS PLC	0.06204784081276785
ABL.N0000	AMANA BANK PLC	CSF.N0000	NATION LANKA FINANCE PLC	0.2545662760637467
ABL.N0000	AMANA BANK PLC	NDB.N0000	NATIONAL DEVELOPMENT BANK PLC	0.2504188368860696
ABL.N0000	AMANA BANK PLC	NTB.N0000	NATIONS TRUST BANK PLC	0.12559095163353687
ABL.N0000	AMANA BANK PLC	NHL.N0000	NAWALOKA HOSPITALS PLC	0.05363007214993612
ABL.N0000	AMANA BANK PLC	NEST.N0000	NESTLE LANKA PLC	-0.0281001024252039
ABL.N0000	AMANA BANK PLC	ODEL.N0000	ODEL PLC	0.020404812419273555
ABL.N0000	AMANA BANK PLC	BFN.N0000	ORIENT FINANCE PLC	0.09958428147508415
ABL.N0000	AMANA BANK PLC	OSEA.N0000	OVERSEAS REALTY (CEYLON) PLC	0.2535140983899866
ABL.N0000	AMANA BANK PLC	PALM.N0000	PALM GARDEN HOTELS PLC	0.16058059906499608
ABL.N0000	AMANA BANK PLC	PABC.N0000	PAN ASIA BANKING CORPORATION PLC	0.24547887047058087
ABL.N0000	AMANA BANK PLC	PAP.N0000	PANASIAN POWER PLC	0.09617632804548945
ABL.N0000	AMANA BANK PLC	PINS.N0000	PEOPLE'S INSURANCE PLC	0.16915551653749805
ABL.N0000	AMANA BANK PLC	PLC.N0000	PEOPLE'S LEASING & FINANCE PLC	0.10399893783887704
ABL.N0000	AMANA BANK PLC	PMB.N0000	PMF FINANCE PLC	0.09412124035407257
ABL.N0000	AMANA BANK PLC	GLAS.N0000	PGP GLASS CEYLON PLC	0.23277596878929668
ABL.N0000	AMANA BANK PLC	GSF.N0000	PRIME FINANCE PLC	0.08929325786742755
ABL.N0000	AMANA BANK PLC	PLR.N0000	PRIME LANDS RESIDENCIES PLC	0.13490030169732822
ABL.N0000	AMANA BANK PLC	CARE.N0000	PRINTCARE PLC	0.12154853677052738
ABL.N0000	AMANA BANK PLC	RIL.N0000	R I L PROPERTY PLC	0.10164273550085205
ABL.N0000	AMANA BANK PLC	RGEM.N0000	RADIANT GEMS INTERNATIONAL PLC	0.0796756154527111
ABL.N0000	AMANA BANK PLC	RWSL.N0000	RAIGAM WAYAMBA SALTERNS PLC	-0.003900901012232727
ABL.N0000	AMANA BANK PLC	RFL.N0000	RAMBODA FALLS PLC	0.0013572853089981608
ABL.N0000	AMANA BANK PLC	REG.N0000	REGNIS (LANKA) PLC	0.1457439212663759
ABL.N0000	AMANA BANK PLC	RAL.N0000	RENUKA AGRI FOODS PLC	0.13349986163207078
ABL.N0000	AMANA BANK PLC	KZOO.N0000	SHAW WALLACE INVESTMENTS PLC	0.0861359376173137
ABL.N0000	AMANA BANK PLC	RENU.N0000	RENUKA CITY HOTELS PLC.	0.1064700034158299
ABL.N0000	AMANA BANK PLC	COCO.N0000	RENUKA FOODS PLC	0.09813725486253277
ABL.N0000	AMANA BANK PLC	COCO.X0000	RENUKA FOODS PLC	0.12944450315578485
ABL.N0000	AMANA BANK PLC	RHL.N0000	RENUKA HOLDINGS PLC	0.08093683633691204
ABL.N0000	AMANA BANK PLC	RHL.X0000	RENUKA HOLDINGS PLC	0.07153129481438149
ABL.N0000	AMANA BANK PLC	RCH.N0000	RENUKA HOTELS PLC	0.0910003232499087
ABL.N0000	AMANA BANK PLC	RICH.N0000	RICHARD PIERIS AND COMPANY PLC	0.050777667445614634
ABL.N0000	AMANA BANK PLC	REXP.N0000	RICHARD PIERIS EXPORTS PLC	0.19089211263521194
ABL.N0000	AMANA BANK PLC	RCL.N0000	ROYAL CERAMICS LANKA PLC	0.22421546806271359
ABL.N0000	AMANA BANK PLC	RPBH.N0000	ROYAL PALMS BEACH HOTELS PLC	0.05930352471689795
ABL.N0000	AMANA BANK PLC	SAMP.N0000	SAMPATH BANK PLC	0.31950181065569006
ABL.N0000	AMANA BANK PLC	SIL.N0000	SAMSON INTERNATIONAL PLC	-0.05047462496019149
ABL.N0000	AMANA BANK PLC	SDB.N0000	SANASA DEVELOPMENT BANK PLC	0.22642729787436433
ABL.N0000	AMANA BANK PLC	SMOT.N0000	SATHOSA MOTORS PLC	0.10541172729030562
ABL.N0000	AMANA BANK PLC	IDL.N0000	SERENDIB ENGINEERING GROUP PLC	0.025155796863099166
ABL.N0000	AMANA BANK PLC	SHOT.N0000	SERENDIB HOTELS PLC	0.1349459346837318
ABL.N0000	AMANA BANK PLC	SHOT.X0000	SERENDIB HOTELS PLC	0.09136067986684081
ABL.N0000	AMANA BANK PLC	SLND.N0000	SERENDIB LAND PLC	-0.10408430627870327
ABL.N0000	AMANA BANK PLC	SEYB.X0000	SEYLAN BANK PLC	0.23427423528189015
ABL.N0000	AMANA BANK PLC	SEYB.N0000	SEYLAN BANK PLC	0.18417343411758785
ABL.N0000	AMANA BANK PLC	CSD.N0000	SEYLAN DEVELOPMENTS PLC	0.03643772788753
ABL.N0000	AMANA BANK PLC	SIRA.N0000	SIERRA CABLES PLC	0.13006521640486327
ABL.N0000	AMANA BANK PLC	SINS.N0000	SINGER (SRI LANKA) PLC	0.13019597956665244
ABL.N0000	AMANA BANK PLC	SFIN.N0000	SINGER FINANCE LANKA PLC	0.15705795528113617
ABL.N0000	AMANA BANK PLC	SINI.N0000	SINGER INDUSTRIES (CEYLON) PLC	0.03884476552768437
ABL.N0000	AMANA BANK PLC	SINH.N0000	SINGHE HOSPITALS PLC	0.20156999546552182
ABL.N0000	AMANA BANK PLC	SFL.P0000	SINHAPUTHRA FINANCE PLC	-0.09524110128308526
ABL.N0000	AMANA BANK PLC	SFL.N0000	SINHAPUTHRA FINANCE PLC	0.24350567156754532
ABL.N0000	AMANA BANK PLC	SEMB.N0000	SMB FINANCE PLC	0.09964837929810894
ABL.N0000	AMANA BANK PLC	SEMB.X0000	SMB FINANCE PLC	0.09323938468520962
ABL.N0000	AMANA BANK PLC	SCAP.N0000	SOFTLOGIC CAPITAL PLC	0.1435877366974862
ABL.N0000	AMANA BANK PLC	CRL.N0000	SOFTLOGIC FINANCE PLC	0.14658085818859337
ABL.N0000	AMANA BANK PLC	SHL.N0000	SOFTLOGIC HOLDINGS PLC	0.17245607652404188
ABL.N0000	AMANA BANK PLC	AAIC.N0000	SOFTLOGIC LIFE INSURANCE PLC	0.17438266120470822
ABL.N0000	AMANA BANK PLC	SLTL.N0000	SRI LANKA TELECOM PLC	0.1254883034216067
ABL.N0000	AMANA BANK PLC	SUN.N0000	SUNSHINE HOLDINGS PLC	0.21875363593687247
ABL.N0000	AMANA BANK PLC	PARQ.N0000	SWISSTEK (CEYLON) PLC	0.22915696340450342
ABL.N0000	AMANA BANK PLC	TAJ.N0000	TAL LANKA HOTELS PLC	0.056938313042864376
ABL.N0000	AMANA BANK PLC	TPL.N0000	TALAWAKELLE TEA ESTATES PLC	0.12927489104721038
ABL.N0000	AMANA BANK PLC	TANG.N0000	TANGERINE BEACH HOTELS PLC	0.13056789399116375
ABL.N0000	AMANA BANK PLC	TSML.N0000	TEA SMALLHOLDER FACTORIES PLC	0.07330335688944432
ABL.N0000	AMANA BANK PLC	TJL.N0000	TEEJAY LANKA PLC	0.009605002732863598
ABL.N0000	AMANA BANK PLC	AUTO.N0000	THE AUTODROME PLC	0.14357891946888088
ABL.N0000	AMANA BANK PLC	CFLB.N0000	THE COLOMBO FORT LAND AND BUILDING PLC	0.13989895141606631
ABL.N0000	AMANA BANK PLC	RHTL.N0000	THE FORTRESS RESORTS PLC	0.025027227505357057
ABL.N0000	AMANA BANK PLC	KHC.N0000	THE KANDY HOTELS COMPANY (1938) PLC	0.09294508341871427
ABL.N0000	AMANA BANK PLC	SERV.N0000	THE KINGSBURY PLC	0.16472240345885836
ABL.N0000	AMANA BANK PLC	LHCL.N0000	THE LANKA HOSPITALS CORPORATION PLC	0.03274548367132772
ABL.N0000	AMANA BANK PLC	NEH.N0000	THE NUWARA ELIYA HOTELS COMPANY PLC	-0.04029259221906165
ABL.N0000	AMANA BANK PLC	TAFL.N0000	THREE ACRE FARMS PLC	0.06825058549255379
ABL.N0000	AMANA BANK PLC	TKYO.X0000	TOKYO CEMENT COMPANY (LANKA) PLC	0.21719576016111705
ABL.N0000	AMANA BANK PLC	TKYO.N0000	TOKYO CEMENT COMPANY (LANKA) PLC	0.170639553952036
ABL.N0000	AMANA BANK PLC	UDPL.N0000	UDAPUSSELLAWA  PLANTATIONS PLC	0.0088903444523938
ABL.N0000	AMANA BANK PLC	UAL.N0000	UNION ASSURANCE PLC	0.0789325154126109
ABL.N0000	AMANA BANK PLC	UBC.N0000	UNION BANK OF COLOMBO PLC	0.2707928400725297
ABL.N0000	AMANA BANK PLC	ALUF.N0000	UNISYST ENGINEERING PLC	-0.027072882484462907
ABL.N0000	AMANA BANK PLC	UML.N0000	UNITED MOTORS LANKA PLC	0.0987551440721136
ABL.N0000	AMANA BANK PLC	VFIN.N0000	VALLIBEL FINANCE PLC	0.26135343771407665
ABL.N0000	AMANA BANK PLC	VONE.N0000	VALLIBEL ONE PLC	0.15894980881108953
ABL.N0000	AMANA BANK PLC	VPEL.N0000	VALLIBEL POWER ERATHNA PLC	0.015009144294275951
ABL.N0000	AMANA BANK PLC	VLL.X0000	VIDULLANKA PLC	0.015831155109829173
ABL.N0000	AMANA BANK PLC	VLL.N0000	VIDULLANKA PLC	0.18155209349698442
ABL.N0000	AMANA BANK PLC	CITW.N0000	WASKADUWA BEACH RESORT PLC	0.20396354295772923
ABL.N0000	AMANA BANK PLC	WATA.N0000	WATAWALA  PLANTATIONS  PLC	0.1544942773125604
ABL.N0000	AMANA BANK PLC	WIND.N0000	WINDFORCE PLC	0.12641343170139482
ABL.N0000	AMANA BANK PLC	YORK.N0000	YORK ARCADE HOLDINGS PLC	0.13973287869586315
ABL.N0000	AMANA BANK PLC	AFSL.N0000	ABANS FINANCE PLC	-0.09691467147101061
ABL.N0000	AMANA BANK PLC	CHL.N0000	CEYLON HOSPITALS PLC	0.10001448521065548
ABL.N0000	AMANA BANK PLC	HOPL.N0000	HORANA PLANTATIONS PLC	0.08055523117674035
ABL.N0000	AMANA BANK PLC	HUNT.N0000	HUNTER & COMPANY PLC	0.06501102418432639
ABL.N0000	AMANA BANK PLC	KFP.N0000	KEELLS FOOD PRODUCTS PLC	0.057836072234188275
ABL.N0000	AMANA BANK PLC	MAL.N0000	MALWATTE VALLEY PLANTATION PLC	-0.004041566155638911
ABL.N0000	AMANA BANK PLC	MFL.N0000	MULTI FINANCE  PLC	0.06566181233751503
ABL.N0000	AMANA BANK PLC	ONAL.N0000	ON'ALLY HOLDINGS PLC	0.042936204180890496
ABL.N0000	AMANA BANK PLC	HPWR.N0000	RESUS ENERGY PLC	0.1267601443198333
ABL.N0000	AMANA BANK PLC	SELI.N0000	SELINSING PLC	-0.012448631554218251
